timestamp,Load_kW,PV_forecast_kW,Price_EUR_kWh,Grid_Import_kW,Grid_Export_kW,PV_Self_kW,PV_Charge_kW,PV_Curtail_kW,Bat_Ch_kW,Bat_Dis_kW,SOC_kWh
2025-01-01 00:00:00,40.075,0.0416,0.1065,40.0609,0.0,0.0142,0.0274,0.0,0.0274,0.0,25.0
2025-01-01 01:00:00,44.4289,0.0416,0.1065,44.4147,0.0,0.0142,0.0274,0.0,0.0274,0.0,25.0267
2025-01-01 02:00:00,46.823,0.0416,0.1065,46.8088,0.0,0.0142,0.0274,0.0,0.0274,0.0,25.0534
2025-01-01 03:00:00,39.8313,0.0416,0.1065,39.8171,0.0,0.0142,0.0274,0.0,0.0274,0.0,25.0801
2025-01-01 04:00:00,45.5918,0.0416,0.1065,45.5776,0.0,0.0142,0.0274,0.0,0.0274,0.0,25.1067
2025-01-01 05:00:00,38.6085,0.0443,0.1065,38.5934,0.0,0.0151,0.0292,0.0,0.0292,0.0,25.1334
2025-01-01 06:00:00,46.2182,0.0476,0.1065,46.2019,0.0,0.0163,0.0313,0.0,0.0313,0.0,25.1618
2025-01-01 07:00:00,41.3223,0.0565,0.1065,41.3029,0.0,0.0194,0.0371,0.0,0.0371,0.0,25.1923
2025-01-01 08:00:00,48.7297,0.1449,0.1065,48.6788,0.0,0.0509,0.0939,0.0,0.0939,0.0,25.2285
2025-01-01 09:00:00,56.434,7.7351,0.1065,50.5592,0.0,5.8748,1.8603,0.0,1.8603,0.0,25.3201
2025-01-01 10:00:00,43.1848,12.9737,0.1065,32.3252,0.0,10.8597,2.114,0.0,2.114,0.0,27.1333
2025-01-01 11:00:00,55.2878,14.3311,0.1065,43.2183,0.0,12.0696,2.2616,0.0,2.2616,0.0,29.1938
2025-01-01 12:00:00,61.2361,17.8188,0.1065,45.9227,0.0,15.3134,2.5055,0.0,2.5055,0.0,31.3981
2025-01-01 13:00:00,51.4159,18.0203,0.1065,36.221,0.0,15.1949,2.8254,0.0,2.8254,0.0,33.8401
2025-01-01 14:00:00,52.0434,15.9658,0.1065,39.3318,0.0,12.7116,3.2542,0.0,3.2542,0.0,36.594
2025-01-01 15:00:00,42.3996,10.2984,0.1065,35.8866,0.0,6.513,3.7854,0.0,3.7854,0.0,39.7658
2025-01-01 16:00:00,46.3484,5.907,0.1065,44.1052,0.0,2.2432,3.6638,0.0,3.6638,0.0,43.4554
2025-01-01 17:00:00,41.4035,0.11,0.1065,41.3681,0.0,0.0354,0.0746,0.0,0.0746,0.0,47.0264
2025-01-01 18:00:00,51.4875,0.0405,0.1065,51.4744,0.0,0.0131,0.0275,0.0,0.0275,0.0,47.0991
2025-01-01 19:00:00,48.0111,0.0416,0.1065,47.9981,0.0,0.013,0.0286,0.0,0.0286,0.0,47.1259
2025-01-01 20:00:00,64.5486,0.0416,0.1065,64.5361,0.0,0.0126,0.029,0.0,0.029,0.0,47.1537
2025-01-01 21:00:00,51.1053,0.0416,0.1065,51.0931,0.0,0.0122,0.0294,0.0,0.0294,0.0,47.182
2025-01-01 22:00:00,39.603,0.0416,0.1065,39.5912,0.0,0.0117,0.0298,0.0,0.0298,0.0,47.2106
2025-01-01 23:00:00,45.4208,0.0416,0.1065,45.4095,0.0,0.0113,0.0303,0.0,0.0303,0.0,47.2397
2025-01-02 00:00:00,40.6518,0.0416,0.1065,40.6411,0.0,0.0107,0.0308,0.0,0.0308,0.0,47.2692
2025-01-02 01:00:00,58.2605,0.0416,0.1065,58.2503,0.0,0.0102,0.0314,0.0,0.0314,0.0,47.2993
2025-01-02 02:00:00,40.6111,0.0416,0.1065,40.6015,0.0,0.0096,0.032,0.0,0.032,0.0,47.3299
2025-01-02 03:00:00,55.9502,0.0409,0.1065,55.9414,0.0,0.0088,0.0321,0.0,0.0321,0.0,47.3611
2025-01-02 04:00:00,81.7894,0.0407,0.1065,81.7816,0.0,0.0078,0.0328,0.0,0.0328,0.0,47.3924
2025-01-02 05:00:00,74.1133,0.0434,0.1065,74.1063,0.0,0.0071,0.0363,0.0,0.0363,0.0,47.4244
2025-01-02 06:00:00,62.1472,0.0468,0.1065,62.1417,0.0,0.0055,0.0413,0.0,0.0413,0.0,47.4597
2025-01-02 07:00:00,39.1139,0.049,0.1205,39.0649,0.0,0.049,0.0,0.0,0.0,0.0,47.5
2025-01-02 08:00:00,47.5239,0.0709,0.1299,39.8069,0.0,0.0709,0.0,0.0,0.0,7.646,47.5
2025-01-02 09:00:00,45.2361,1.9667,0.1299,39.5652,0.0,1.9667,0.0,0.0,0.0,3.7043,39.6553
2025-01-02 10:00:00,42.6915,4.2019,0.1299,35.8833,0.0,4.2019,0.0,0.0,0.0,2.6063,35.8548
2025-01-02 11:00:00,48.2617,3.0642,0.1299,43.0675,0.0,3.0642,0.0,0.0,0.0,2.13,33.1808
2025-01-02 12:00:00,39.3579,2.9775,0.1299,34.5718,0.0,2.9775,0.0,0.0,0.0,1.8087,30.9955
2025-01-02 13:00:00,50.9831,3.0652,0.1299,46.2689,0.0,3.0652,0.0,0.0,0.0,1.649,29.1398
2025-01-02 14:00:00,47.6719,4.2909,0.1299,41.8696,0.0,4.2909,0.0,0.0,0.0,1.5114,27.4479
2025-01-02 15:00:00,50.5415,3.3054,0.1299,45.8136,0.0,3.3054,0.0,0.0,0.0,1.4226,25.8972
2025-01-02 16:00:00,47.2232,2.4691,0.1299,43.4067,0.0,2.4691,0.0,0.0,0.0,1.3474,24.4377
2025-01-02 17:00:00,42.5452,0.0024,0.1299,41.252,0.0,0.0024,0.0,0.0,0.0,1.2908,23.0553
2025-01-02 18:00:00,62.2779,0.0398,0.1299,60.9617,0.0,0.0398,0.0,0.0,0.0,1.2764,21.7309
2025-01-02 19:00:00,50.3812,0.0407,0.1205,50.3812,0.0,0.0,0.0407,0.0,0.0407,0.0,20.4214
2025-01-02 20:00:00,58.7905,0.0409,0.1205,58.7905,0.0,0.0,0.0409,0.0,0.0409,0.0,20.461
2025-01-02 21:00:00,49.5235,0.0409,0.1205,49.5235,0.0,0.0,0.0409,0.0,0.0409,0.0,20.5009
2025-01-02 22:00:00,52.8652,0.0409,0.1205,52.8652,0.0,0.0,0.0409,0.0,0.0409,0.0,20.5407
2025-01-02 23:00:00,58.8656,0.0409,0.1065,58.8656,0.0,0.0,0.0409,0.0,0.0409,0.0,20.5805
2025-01-03 00:00:00,50.1391,0.0409,0.1065,50.1391,0.0,0.0,0.0409,0.0,0.0409,0.0,20.6203
2025-01-03 01:00:00,49.8817,0.0409,0.1065,49.8817,0.0,0.0,0.0409,0.0,0.0409,0.0,20.6602
2025-01-03 02:00:00,49.8898,0.0409,0.1065,49.8898,0.0,0.0,0.0409,0.0,0.0409,0.0,20.7
2025-01-03 03:00:00,47.7429,0.0407,0.1065,47.7429,0.0,0.0,0.0407,0.0,0.0407,0.0,20.7398
2025-01-03 04:00:00,45.3405,0.0407,0.1065,45.3405,0.0,0.0,0.0407,0.0,0.0407,0.0,20.7795
2025-01-03 05:00:00,39.3828,0.0436,0.1065,39.3828,0.0,0.0,0.0436,0.0,0.0436,0.0,20.8191
2025-01-03 06:00:00,46.2426,0.0468,0.1065,46.2426,0.0,0.0,0.0468,0.0,0.0468,0.0,20.8616
2025-01-03 07:00:00,44.4485,0.0511,0.1205,44.4485,0.0,0.0,0.0511,0.0,0.0511,0.0,20.9072
2025-01-03 08:00:00,46.3622,0.1025,0.1299,45.1711,0.0,0.1025,0.0,0.0,0.0,1.0886,20.957
2025-01-03 09:00:00,39.207,4.5757,0.1299,33.5499,0.0,4.5757,0.0,0.0,0.0,1.0814,19.8402
2025-01-03 10:00:00,45.767,6.5975,0.1299,38.0712,0.0,6.5975,0.0,0.0,0.0,1.0983,18.7307
2025-01-03 11:00:00,46.0355,10.9412,0.1299,33.9731,0.0,10.9412,0.0,0.0,0.0,1.1211,17.6038
2025-01-03 12:00:00,39.7879,19.1857,0.1299,19.4693,0.0,19.1857,0.0,0.0,0.0,1.133,16.4535
2025-01-03 13:00:00,50.5959,18.9786,0.1299,30.4026,0.0,18.9786,0.0,0.0,0.0,1.2147,15.2911
2025-01-03 14:00:00,43.4406,17.3958,0.1299,24.7604,0.0,17.3958,0.0,0.0,0.0,1.2843,14.0449
2025-01-03 15:00:00,44.9768,13.8024,0.1299,29.7466,0.0,13.8024,0.0,0.0,0.0,1.4278,12.7272
2025-01-03 16:00:00,40.4834,7.4723,0.1299,31.3506,0.0,7.4723,0.0,0.0,0.0,1.6604,11.2623
2025-01-03 17:00:00,44.8869,0.0733,0.1299,42.6064,0.0,0.0733,0.0,0.0,0.0,2.2072,9.5587
2025-01-03 18:00:00,58.0905,0.0396,0.1299,53.3781,0.0,0.0396,0.0,0.0,0.0,4.6728,7.2942
2025-01-03 19:00:00,51.6754,0.0407,0.1205,51.6347,0.0,0.0407,0.0,0.0,0.0,0.0,2.5
2025-01-03 20:00:00,46.9088,0.0407,0.1205,46.8681,0.0,0.0407,0.0,0.0,0.0,0.0,2.5
2025-01-03 21:00:00,45.0514,0.0409,0.1205,45.0105,0.0,0.0409,0.0,0.0,0.0,0.0,2.5
2025-01-03 22:00:00,66.6944,0.0409,0.1205,66.6535,0.0,0.0409,0.0,0.0,0.0,0.0,2.5
2025-01-03 23:00:00,79.8864,0.0416,0.1065,79.8864,0.0,0.0,0.0416,0.0,0.0416,0.0,2.5
2025-01-04 00:00:00,84.7436,0.0416,0.1065,84.7436,0.0,0.0,0.0416,0.0,0.0416,0.0,2.5405
2025-01-04 01:00:00,51.9628,0.0416,0.1065,51.9628,0.0,0.0,0.0416,0.0,0.0416,0.0,2.5811
2025-01-04 02:00:00,39.3775,0.0416,0.1065,39.3775,0.0,0.0,0.0416,0.0,0.0416,0.0,2.6216
2025-01-04 03:00:00,45.6546,0.0416,0.1065,45.6546,0.0,0.0,0.0416,0.0,0.0416,0.0,2.6621
2025-01-04 04:00:00,40.1466,0.0416,0.1065,40.1466,0.0,0.0,0.0416,0.0,0.0416,0.0,2.7026
2025-01-04 05:00:00,63.7798,0.0443,0.1065,63.7798,0.0,0.0,0.0443,0.0,0.0443,0.0,2.7432
2025-01-04 06:00:00,84.434,0.0468,0.1065,84.434,0.0,0.0,0.0468,0.0,0.0468,0.0,2.7863
2025-01-04 07:00:00,65.9512,0.0573,0.1205,65.884,0.0,0.0573,0.0,0.0,0.0,0.0099,2.832
2025-01-04 08:00:00,45.7098,0.0649,0.1205,45.6347,0.0,0.0649,0.0,0.0,0.0,0.0103,2.8218
2025-01-04 09:00:00,40.8949,4.8449,0.1205,36.0392,0.0,4.8449,0.0,0.0,0.0,0.0108,2.8112
2025-01-04 10:00:00,57.0216,9.7466,0.1205,47.2637,0.0,9.7466,0.0,0.0,0.0,0.0113,2.8002
2025-01-04 11:00:00,40.7791,11.8504,0.1205,28.9169,0.0,11.8504,0.0,0.0,0.0,0.0118,2.7886
2025-01-04 12:00:00,45.4916,9.3435,0.1205,36.1357,0.0,9.3435,0.0,0.0,0.0,0.0124,2.7765
2025-01-04 13:00:00,46.4486,9.7276,0.1205,36.708,0.0,9.7276,0.0,0.0,0.0,0.013,2.7638
2025-01-04 14:00:00,45.3757,9.0851,0.1205,36.2768,0.0,9.0851,0.0,0.0,0.0,0.0138,2.7504
2025-01-04 15:00:00,46.9862,2.9709,0.1205,44.0006,0.0,2.9709,0.0,0.0,0.0,0.0147,2.7363
2025-01-04 16:00:00,42.7581,1.9303,0.1205,40.8119,0.0,1.9303,0.0,0.0,0.0,0.0159,2.7212
2025-01-04 17:00:00,56.7597,0.0823,0.1205,56.66,0.0,0.0823,0.0,0.0,0.0,0.0173,2.7049
2025-01-04 18:00:00,58.4999,0.0398,0.1205,58.4407,0.0,0.0398,0.0,0.0,0.0,0.0193,2.6871
2025-01-04 19:00:00,60.4627,0.0409,0.1205,60.3997,0.0,0.0409,0.0,0.0,0.0,0.0222,2.6672
2025-01-04 20:00:00,54.2803,0.0407,0.1205,54.213,0.0,0.0407,0.0,0.0,0.0,0.0267,2.6445
2025-01-04 21:00:00,60.8963,0.0409,0.1205,60.8194,0.0,0.0409,0.0,0.0,0.0,0.036,2.6171
2025-01-04 22:00:00,56.0865,0.0409,0.1205,55.9675,0.0,0.0409,0.0,0.0,0.0,0.0781,2.5802
2025-01-04 23:00:00,57.6868,0.0409,0.1065,57.6819,0.0,0.0048,0.036,0.0,0.036,0.0,2.5
2025-01-05 00:00:00,58.8517,0.0409,0.1065,58.8449,0.0,0.0067,0.0341,0.0,0.0341,0.0,2.5351
2025-01-05 01:00:00,45.5048,0.0409,0.1065,45.4968,0.0,0.008,0.0329,0.0,0.0329,0.0,2.5684
2025-01-05 02:00:00,41.4022,0.0409,0.1065,41.3932,0.0,0.009,0.0319,0.0,0.0319,0.0,2.6004
2025-01-05 03:00:00,44.7647,0.0409,0.1065,44.7549,0.0,0.0099,0.031,0.0,0.031,0.0,2.6315
2025-01-05 04:00:00,39.4474,0.0407,0.1065,39.4368,0.0,0.0106,0.0301,0.0,0.0301,0.0,2.6617
2025-01-05 05:00:00,45.2964,0.0436,0.1065,45.2844,0.0,0.012,0.0316,0.0,0.0316,0.0,2.691
2025-01-05 06:00:00,39.297,0.0466,0.1065,39.2836,0.0,0.0134,0.0332,0.0,0.0332,0.0,2.7218
2025-01-05 07:00:00,49.0777,0.049,0.1065,49.0628,0.0,0.0149,0.0342,0.0,0.0342,0.0,2.7542
2025-01-05 08:00:00,55.9463,0.0569,0.1065,55.9284,0.0,0.018,0.0389,0.0,0.0389,0.0,2.7874
2025-01-05 09:00:00,46.1416,2.0563,0.1065,45.7532,0.0,0.3883,1.668,0.0,1.668,0.0,2.8253
2025-01-05 10:00:00,48.193,5.2496,0.1065,47.3643,0.0,0.8288,4.4208,0.0,4.4208,0.0,4.4511
2025-01-05 11:00:00,46.2564,5.4675,0.1065,45.2865,0.0,0.9699,4.4976,0.0,4.4976,0.0,8.7599
2025-01-05 12:00:00,55.6019,7.2883,0.1065,54.4033,0.0,1.1986,6.0898,0.0,6.0898,0.0,13.1437
2025-01-05 13:00:00,39.5453,5.9159,0.1065,38.4786,0.0,1.0667,4.8492,0.0,4.8492,0.0,19.0792
2025-01-05 14:00:00,45.6423,5.9123,0.1065,44.5998,0.0,1.0424,4.8699,0.0,4.8699,0.0,23.8057
2025-01-05 15:00:00,45.7984,3.1865,0.1065,45.0934,0.0,0.705,2.4815,0.0,2.4815,0.0,28.5522
2025-01-05 16:00:00,40.1865,3.2464,0.1065,39.5047,0.0,0.6818,2.5646,0.0,2.5646,0.0,30.9709
2025-01-05 17:00:00,59.0196,0.0551,0.1065,59.0011,0.0,0.0185,0.0366,0.0,0.0366,0.0,33.4706
2025-01-05 18:00:00,59.3511,0.0396,0.1065,59.3378,0.0,0.0133,0.0264,0.0,0.0264,0.0,33.5063
2025-01-05 19:00:00,74.9253,0.0409,0.1065,74.9118,0.0,0.0136,0.0273,0.0,0.0273,0.0,33.532
2025-01-05 20:00:00,57.6427,0.0409,0.1065,57.6291,0.0,0.0137,0.0272,0.0,0.0272,0.0,33.5586
2025-01-05 21:00:00,45.9593,0.0409,0.1065,45.9456,0.0,0.0137,0.0272,0.0,0.0272,0.0,33.5851
2025-01-05 22:00:00,46.0649,0.0409,0.1065,46.0512,0.0,0.0137,0.0272,0.0,0.0272,0.0,33.6116
2025-01-05 23:00:00,51.5838,0.0409,0.1065,51.5701,0.0,0.0137,0.0272,0.0,0.0272,0.0,33.6381
2025-01-06 00:00:00,47.0689,0.0409,0.1065,47.0552,0.0,0.0137,0.0272,0.0,0.0272,0.0,33.6646
2025-01-06 01:00:00,39.4369,0.0409,0.1065,39.4233,0.0,0.0136,0.0272,0.0,0.0272,0.0,33.6911
2025-01-06 02:00:00,57.3093,0.0407,0.1065,57.2957,0.0,0.0136,0.0271,0.0,0.0271,0.0,33.7177
2025-01-06 03:00:00,44.3675,0.0407,0.1065,44.3539,0.0,0.0135,0.0271,0.0,0.0271,0.0,33.7441
2025-01-06 04:00:00,41.1488,0.0407,0.1065,41.1353,0.0,0.0135,0.0271,0.0,0.0271,0.0,33.7705
2025-01-06 05:00:00,45.0824,0.0436,0.1065,45.0679,0.0,0.0145,0.0291,0.0,0.0291,0.0,33.7969
2025-01-06 06:00:00,39.6647,0.0468,0.1065,39.6491,0.0,0.0155,0.0313,0.0,0.0313,0.0,33.8253
2025-01-06 07:00:00,45.1666,0.057,0.1065,45.1478,0.0,0.0188,0.0382,0.0,0.0382,0.0,33.8558
2025-01-06 08:00:00,47.694,0.0825,0.1065,47.6671,0.0,0.027,0.0556,0.0,0.0556,0.0,33.8931
2025-01-06 09:00:00,45.2995,1.4902,0.1065,45.0325,0.0,0.267,1.2232,0.0,1.2232,0.0,33.9472
2025-01-06 10:00:00,55.7407,2.1395,0.1065,55.4376,0.0,0.3031,1.8365,0.0,1.8365,0.0,35.1394
2025-01-06 11:00:00,44.8154,2.087,0.1065,44.5251,0.0,0.2903,1.7966,0.0,1.7966,0.0,36.9294
2025-01-06 12:00:00,61.9368,2.369,0.1065,61.6445,0.0,0.2923,2.0767,0.0,2.0767,0.0,38.6805
2025-01-06 13:00:00,40.7559,2.2083,0.1065,40.4838,0.0,0.2721,1.9362,0.0,1.9362,0.0,40.7047
2025-01-06 14:00:00,50.2615,2.6136,0.1065,49.9923,0.0,0.2692,2.3443,0.0,2.3443,0.0,42.5918
2025-01-06 15:00:00,52.2508,1.8477,0.1065,52.0284,0.0,0.2224,1.6253,0.0,1.6253,0.0,44.8768
2025-01-06 16:00:00,39.8204,0.7845,0.1065,39.6851,0.0,0.1352,0.6492,0.0,0.6492,0.0,46.461
2025-01-06 17:00:00,45.4487,0.0,0.1065,45.4487,0.0,0.0,0.0,0.0,0.0,0.0,47.0938
2025-01-06 18:00:00,56.1751,0.0396,0.1065,56.163,0.0,0.0121,0.0276,0.0,0.0276,0.0,47.0938
2025-01-06 19:00:00,64.3687,0.0407,0.1065,64.3568,0.0,0.0119,0.0287,0.0,0.0287,0.0,47.1206
2025-01-06 20:00:00,42.2487,0.0407,0.1065,42.2372,0.0,0.0115,0.0291,0.0,0.0291,0.0,47.1486
2025-01-06 21:00:00,58.8476,0.0407,0.1065,58.8365,0.0,0.0111,0.0296,0.0,0.0296,0.0,47.177
2025-01-06 22:00:00,51.4288,0.0407,0.1065,51.4181,0.0,0.0106,0.03,0.0,0.03,0.0,47.2059
2025-01-06 23:00:00,39.5205,0.0407,0.1065,39.5104,0.0,0.0102,0.0305,0.0,0.0305,0.0,47.2351
2025-01-07 00:00:00,46.5756,0.0407,0.1065,46.566,0.0,0.0097,0.031,0.0,0.031,0.0,47.2649
2025-01-07 01:00:00,39.5312,0.0409,0.1065,39.5221,0.0,0.0092,0.0317,0.0,0.0317,0.0,47.2951
2025-01-07 02:00:00,46.4581,0.0407,0.1065,46.4495,0.0,0.0086,0.0321,0.0,0.0321,0.0,47.326
2025-01-07 03:00:00,39.5637,0.0409,0.1065,39.5558,0.0,0.0079,0.0329,0.0,0.0329,0.0,47.3572
2025-01-07 04:00:00,45.787,0.0409,0.1065,45.7799,0.0,0.0072,0.0337,0.0,0.0337,0.0,47.3893
2025-01-07 05:00:00,80.9535,0.0436,0.1065,80.9472,0.0,0.0063,0.0372,0.0,0.0372,0.0,47.4222
2025-01-07 06:00:00,76.3849,0.0476,0.1065,76.3799,0.0,0.0049,0.0426,0.0,0.0426,0.0,47.4585
2025-01-07 07:00:00,80.8811,0.0573,0.1205,80.8238,0.0,0.0573,0.0,0.0,0.0,0.0,47.5
2025-01-07 08:00:00,52.0959,0.0847,0.1299,45.8694,0.0,0.0847,0.0,0.0,0.0,6.1418,47.5
2025-01-07 09:00:00,45.1486,4.4339,0.1299,37.7766,0.0,4.4339,0.0,0.0,0.0,2.9381,41.1987
2025-01-07 10:00:00,42.323,6.1193,0.1299,34.0903,0.0,6.1193,0.0,0.0,0.0,2.1135,38.1842
2025-01-07 11:00:00,45.2239,13.662,0.1299,29.8459,0.0,13.662,0.0,0.0,0.0,1.716,36.0158
2025-01-07 12:00:00,55.1272,13.6916,0.1299,39.9335,0.0,13.6916,0.0,0.0,0.0,1.5021,34.2552
2025-01-07 13:00:00,39.9911,20.1048,0.1299,18.6002,0.0,20.1048,0.0,0.0,0.0,1.2861,32.7141
2025-01-07 14:00:00,55.3911,18.857,0.1299,35.3192,0.0,18.857,0.0,0.0,0.0,1.2149,31.3946
2025-01-07 15:00:00,40.8703,14.5867,0.1299,25.1782,0.0,14.5867,0.0,0.0,0.0,1.1054,30.1482
2025-01-07 16:00:00,47.2957,8.1843,0.1299,38.0641,0.0,8.1843,0.0,0.0,0.0,1.0472,29.0141
2025-01-07 17:00:00,51.3582,0.1036,0.1299,50.2629,0.0,0.1036,0.0,0.0,0.0,0.9917,27.9396
2025-01-07 18:00:00,63.6839,0.0398,0.1299,62.6979,0.0,0.0398,0.0,0.0,0.0,0.9462,26.9222
2025-01-07 19:00:00,59.2332,0.0409,0.1205,59.2332,0.0,0.0,0.0409,0.0,0.0409,0.0,25.9514
2025-01-07 20:00:00,40.5327,0.0407,0.1205,40.5327,0.0,0.0,0.0407,0.0,0.0407,0.0,25.9912
2025-01-07 21:00:00,48.812,0.0407,0.1205,48.812,0.0,0.0,0.0407,0.0,0.0407,0.0,26.0308
2025-01-07 22:00:00,54.1792,0.0409,0.1205,54.1792,0.0,0.0,0.0409,0.0,0.0409,0.0,26.0705
2025-01-07 23:00:00,60.1444,0.0409,0.1065,60.1444,0.0,0.0,0.0409,0.0,0.0409,0.0,26.1103
2025-01-08 00:00:00,51.8292,0.0409,0.1065,51.8292,0.0,0.0,0.0409,0.0,0.0409,0.0,26.1501
2025-01-08 01:00:00,44.1374,0.0409,0.1065,44.1374,0.0,0.0,0.0409,0.0,0.0409,0.0,26.19
2025-01-08 02:00:00,45.4471,0.0409,0.1065,45.4471,0.0,0.0,0.0409,0.0,0.0409,0.0,26.2298
2025-01-08 03:00:00,38.3999,0.0409,0.1065,38.3999,0.0,0.0,0.0409,0.0,0.0409,0.0,26.2696
2025-01-08 04:00:00,46.6669,0.0415,0.1065,46.6669,0.0,0.0,0.0415,0.0,0.0415,0.0,26.3095
2025-01-08 05:00:00,41.8783,0.0436,0.1065,41.8783,0.0,0.0,0.0436,0.0,0.0436,0.0,26.3499
2025-01-08 06:00:00,48.5311,0.0468,0.1065,48.5311,0.0,0.0,0.0468,0.0,0.0468,0.0,26.3924
2025-01-08 07:00:00,48.1785,0.0573,0.1205,48.1785,0.0,0.0,0.0573,0.0,0.0573,0.0,26.438
2025-01-08 08:00:00,42.1929,0.0928,0.1299,41.5065,0.0,0.0928,0.0,0.0,0.0,0.5937,26.4938
2025-01-08 09:00:00,48.6401,3.7209,0.1299,44.3371,0.0,3.7209,0.0,0.0,0.0,0.582,25.8847
2025-01-08 10:00:00,40.5669,8.0153,0.1299,31.9841,0.0,8.0153,0.0,0.0,0.0,0.5674,25.2876
2025-01-08 11:00:00,46.0649,10.7919,0.1299,34.7135,0.0,10.7919,0.0,0.0,0.0,0.5595,24.7055
2025-01-08 12:00:00,44.9595,14.2771,0.1299,30.1316,0.0,14.2771,0.0,0.0,0.0,0.5507,24.1314
2025-01-08 13:00:00,44.3943,17.6364,0.1299,26.2162,0.0,17.6364,0.0,0.0,0.0,0.5417,23.5664
2025-01-08 14:00:00,51.0065,14.8232,0.1299,35.6468,0.0,14.8232,0.0,0.0,0.0,0.5365,23.0107
2025-01-08 15:00:00,45.502,10.201,0.1299,34.7735,0.0,10.201,0.0,0.0,0.0,0.5275,22.4602
2025-01-08 16:00:00,48.9343,4.5982,0.1299,43.814,0.0,4.5982,0.0,0.0,0.0,0.5221,21.919
2025-01-08 17:00:00,38.1416,0.2038,0.1299,37.4236,0.0,0.2038,0.0,0.0,0.0,0.5143,21.3834
2025-01-08 18:00:00,56.9791,0.0398,0.1299,56.4269,0.0,0.0398,0.0,0.0,0.0,0.5124,20.8558
2025-01-08 19:00:00,58.4531,0.0409,0.1205,58.4531,0.0,0.0,0.0409,0.0,0.0409,0.0,20.33
2025-01-08 20:00:00,50.6801,0.0407,0.1205,50.6801,0.0,0.0,0.0407,0.0,0.0407,0.0,20.3699
2025-01-08 21:00:00,51.625,0.0407,0.1205,51.625,0.0,0.0,0.0407,0.0,0.0407,0.0,20.4095
2025-01-08 22:00:00,63.6705,0.0407,0.1205,63.6705,0.0,0.0,0.0407,0.0,0.0407,0.0,20.4491
2025-01-08 23:00:00,98.1354,0.0407,0.1065,98.1354,0.0,0.0,0.0407,0.0,0.0407,0.0,20.4887
2025-01-09 00:00:00,83.2006,0.0407,0.1065,83.2006,0.0,0.0,0.0407,0.0,0.0407,0.0,20.5284
2025-01-09 01:00:00,66.9819,0.0407,0.1065,66.9819,0.0,0.0,0.0407,0.0,0.0407,0.0,20.568
2025-01-09 02:00:00,45.7611,0.0407,0.1065,45.7611,0.0,0.0,0.0407,0.0,0.0407,0.0,20.6076
2025-01-09 03:00:00,39.3396,0.0409,0.1065,39.3396,0.0,0.0,0.0409,0.0,0.0409,0.0,20.6472
2025-01-09 04:00:00,46.7278,0.0409,0.1065,46.7278,0.0,0.0,0.0409,0.0,0.0409,0.0,20.6871
2025-01-09 05:00:00,38.8949,0.0436,0.1065,38.8949,0.0,0.0,0.0436,0.0,0.0436,0.0,20.7269
2025-01-09 06:00:00,47.0644,0.0468,0.1065,47.0644,0.0,0.0,0.0468,0.0,0.0468,0.0,20.7694
2025-01-09 07:00:00,40.9614,0.0541,0.1205,40.9614,0.0,0.0,0.0541,0.0,0.0541,0.0,20.815
2025-01-09 08:00:00,42.5897,0.0969,0.1299,42.0124,0.0,0.0969,0.0,0.0,0.0,0.4804,20.8678
2025-01-09 09:00:00,46.4409,3.2185,0.1299,42.7416,0.0,3.2185,0.0,0.0,0.0,0.4808,20.3749
2025-01-09 10:00:00,45.1507,8.7797,0.1299,35.8903,0.0,8.7797,0.0,0.0,0.0,0.4807,19.8816
2025-01-09 11:00:00,46.6288,13.6586,0.1299,32.4879,0.0,13.6586,0.0,0.0,0.0,0.4824,19.3884
2025-01-09 12:00:00,46.6156,15.1025,0.1299,31.0293,0.0,15.1025,0.0,0.0,0.0,0.4838,18.8935
2025-01-09 13:00:00,51.498,18.1316,0.1299,32.8803,0.0,18.1316,0.0,0.0,0.0,0.4861,18.3971
2025-01-09 14:00:00,46.7042,6.0162,0.1299,40.2005,0.0,6.0162,0.0,0.0,0.0,0.4875,17.8983
2025-01-09 15:00:00,47.3644,3.5125,0.1299,43.3619,0.0,3.5125,0.0,0.0,0.0,0.49,17.3982
2025-01-09 16:00:00,51.5363,2.0795,0.1299,48.9629,0.0,2.0795,0.0,0.0,0.0,0.4939,16.8955
2025-01-09 17:00:00,42.2633,0.1117,0.1299,41.6542,0.0,0.1117,0.0,0.0,0.0,0.4973,16.3887
2025-01-09 18:00:00,65.5535,0.0398,0.1299,65.0065,0.0,0.0398,0.0,0.0,0.0,0.5073,15.8784
2025-01-09 19:00:00,59.5654,0.0409,0.1205,59.5654,0.0,0.0,0.0409,0.0,0.0409,0.0,15.358
2025-01-09 20:00:00,46.7343,0.0409,0.1205,46.7343,0.0,0.0,0.0409,0.0,0.0409,0.0,15.3978
2025-01-09 21:00:00,66.1919,0.0409,0.1205,66.1919,0.0,0.0,0.0409,0.0,0.0409,0.0,15.4377
2025-01-09 22:00:00,53.1962,0.0409,0.1205,53.1962,0.0,0.0,0.0409,0.0,0.0409,0.0,15.4775
2025-01-09 23:00:00,55.1744,0.0409,0.1065,55.1744,0.0,0.0,0.0409,0.0,0.0409,0.0,15.5173
2025-01-10 00:00:00,41.7639,0.0416,0.1065,41.7639,0.0,0.0,0.0416,0.0,0.0416,0.0,15.5572
