,Load_kWh,PV_kWh,Price_EUR_kWh,Band,Grid_Import_kWh,Batt_Ch_kWh,Batt_Dis_kWh,SOC_kWh,PV_Use_kWh,PV_Ch_kWh,PV_Curt_kWh
2025-01-01 00:00:00,40.0750344068179,0.041577953,0.106513,F3,40.0750344068179,0.041577953,0.0,10.0,0.0,0.041577953,0.0
2025-01-01 01:00:00,44.42888896274311,0.041577953,0.106513,F3,44.42888896274311,0.041577953,0.0,10.03944430957823,0.0,0.041577953,0.0
2025-01-01 02:00:00,46.823020919273276,0.041577953,0.106513,F3,46.823020919273276,0.041577953,0.0,10.078888619156459,0.0,0.041577953,0.0
2025-01-01 03:00:00,39.831288353389105,0.041577953,0.106513,F3,39.831288353389105,0.041577953,0.0,10.118332928734688,0.0,0.041577953,0.0
2025-01-01 04:00:00,45.59177179663486,0.041577953,0.106513,F3,45.59177179663486,0.041577953,0.0,10.157777238312917,0.0,0.041577953,0.0
2025-01-01 05:00:00,38.608488725911585,0.044285843,0.106513,F3,38.608488725911585,0.044285843,0.0,10.197221547891147,0.0,0.044285843,0.0
2025-01-01 06:00:00,46.21815571300593,0.047552726999999996,0.106513,F3,46.21815571300593,0.047552726999999996,0.0,10.239234787485334,0.0,0.047552726999999996,0.0
2025-01-01 07:00:00,41.32225706570677,0.05648325,0.106513,F3,41.32225706570677,0.05648325,0.0,10.28434726536699,0.0,0.05648325,0.0
2025-01-01 08:00:00,48.7296905088552,0.14487122,0.106513,F3,48.7296905088552,0.14487122,0.0,10.337931981261601,0.0,0.14487122,0.0
2025-01-01 09:00:00,56.434028794038014,7.7351342999999995,0.106513,F3,48.698894494038015,0.0,0.0,10.475368888043803,7.7351342999999995,0.0,0.0
2025-01-01 10:00:00,43.184840159969085,12.973681000000001,0.106513,F3,30.211159159969085,0.0,0.0,10.475368888043803,12.973681000000001,0.0,0.0
2025-01-01 11:00:00,55.287848019172216,14.331143,0.106513,F3,40.95670501917222,0.0,0.0,10.475368888043803,14.331143,0.0,0.0
2025-01-01 12:00:00,61.23607456464018,17.818828,0.106513,F3,43.41724656464018,0.0,0.0,10.475368888043803,17.818828,0.0,0.0
2025-01-01 13:00:00,51.41590052963901,18.020348000000002,0.106513,F3,33.395552529639005,0.0,0.0,10.475368888043803,18.020348000000002,0.0,0.0
2025-01-01 14:00:00,52.04339022321023,15.965794,0.106513,F3,36.07759622321023,0.0,0.0,10.475368888043803,15.965794,0.0,0.0
2025-01-01 15:00:00,42.399615719526814,10.298445,0.106513,F3,35.432043913031954,3.330873193505137,0.0,10.475368888043803,6.9675718064948615,3.330873193505137,0.0
2025-01-01 16:00:00,46.34838425125045,5.906956,0.106513,F3,45.44142825125045,5.0,0.0,13.635312654646304,0.9069560000000001,5.0,0.0
2025-01-01 17:00:00,41.40346211944464,0.10998294,0.106513,F3,41.40346211944464,0.10998294,0.0,18.378729144898873,0.0,0.10998294,0.0
2025-01-01 18:00:00,51.48752360973138,0.040543392,0.106513,F3,51.48752360973138,0.040543392,0.0,18.483068123147365,0.0,0.040543392,0.0
2025-01-01 19:00:00,48.011096300709845,0.041577953,0.106513,F3,48.011096300709845,0.041577953,0.0,18.52153096198408,0.0,0.041577953,0.0
2025-01-01 20:00:00,64.54864819245726,0.041577953,0.106513,F3,64.54864819245726,0.041577953,0.0,18.56097527156231,0.0,0.041577953,0.0
2025-01-01 21:00:00,51.10526714077968,0.041577953,0.106513,F3,51.10526714077968,0.041577953,0.0,18.60041958114054,0.0,0.041577953,0.0
2025-01-01 22:00:00,39.60298872399694,0.041577953,0.106513,F3,39.60298872399694,0.041577953,0.0,18.639863890718768,0.0,0.041577953,0.0
2025-01-01 23:00:00,45.42080692610203,0.041577953,0.106513,F3,45.42080692610203,0.041577953,0.0,18.679308200296997,0.0,0.041577953,0.0
2025-01-02 00:00:00,40.65181185757041,0.041577953,0.106513,F3,40.65181185757041,0.041577953,0.0,18.718752509875227,0.0,0.041577953,0.0
2025-01-02 01:00:00,58.2605040764561,0.041577953,0.106513,F3,58.2605040764561,0.041577953,0.0,18.758196819453456,0.0,0.041577953,0.0
2025-01-02 02:00:00,40.61107250840651,0.041577953,0.106513,F3,40.61107250840651,0.041577953,0.0,18.797641129031685,0.0,0.041577953,0.0
2025-01-02 03:00:00,55.95018520054449,0.040867730000000005,0.106513,F3,55.95018520054449,0.040867730000000005,0.0,18.837085438609915,0.0,0.040867730000000005,0.0
2025-01-02 04:00:00,81.7894477262393,0.04065445299999999,0.106513,F3,81.7894477262393,0.04065445299999999,0.0,18.875855971490154,0.0,0.04065445299999999,0.0
2025-01-02 05:00:00,74.11333062601511,0.043362340000000006,0.106513,F3,74.11333062601511,0.043362340000000006,0.0,18.914424172042633,0.0,0.043362340000000006,0.0
2025-01-02 06:00:00,62.14720006863552,0.046842503,0.106513,F3,62.14720006863552,0.046842503,0.0,18.95556129976502,0.0,0.046842503,0.0
2025-01-02 07:00:00,39.11387804430147,0.04900624,0.120466,F2,39.064871804301475,0.0,0.0,19.0,0.04900624,0.0,0.0
2025-01-02 08:00:00,47.52386867099172,0.07093231,0.129865,F1,47.452936360991714,0.0,0.0,19.0,0.07093231,0.0,0.0
2025-01-02 09:00:00,45.236145350269005,1.9666579999999998,0.129865,F1,43.269487350269,0.0,0.0,19.0,1.9666579999999998,0.0,0.0
2025-01-02 10:00:00,42.691517423579256,4.2019174999999995,0.129865,F1,38.489599923579256,0.0,0.0,19.0,4.2019174999999995,0.0,0.0
2025-01-02 11:00:00,48.26166437568908,3.0642249,0.129865,F1,45.19743947568908,0.0,0.0,19.0,3.0642249,0.0,0.0
2025-01-02 12:00:00,39.357931291874536,2.9774521,0.129865,F1,36.380479191874535,0.0,0.0,19.0,2.9774521,0.0,0.0
2025-01-02 13:00:00,50.983053498175806,3.0651555,0.129865,F1,47.6162198440758,0.0,0.30167815410000376,19.0,3.0651555,0.0,0.0
2025-01-02 14:00:00,47.67187693347428,4.2909053,0.129865,F1,43.38097163347428,0.0,0.0,18.682003304242908,4.2909053,0.0,0.0
2025-01-02 15:00:00,50.54153534692398,3.305364,0.129865,F1,47.23617134692398,0.0,0.0,18.682003304242908,3.305364,0.0,0.0
2025-01-02 16:00:00,47.22320419117199,2.4691167,0.129865,F1,44.75408749117199,0.0,0.0,18.682003304242908,2.4691167,0.0,0.0
2025-01-02 17:00:00,42.54521725313302,0.002360809,0.129865,F1,42.542856444133015,0.0,0.0,18.682003304242908,0.002360809,0.0,0.0
2025-01-02 18:00:00,62.27791243425786,0.039833168,0.129865,F1,62.238079266257856,0.0,0.0,18.682003304242908,0.039833168,0.0,0.0
2025-01-02 19:00:00,50.38117007783641,0.04065445299999999,0.120466,F2,50.34051562483641,0.0,0.0,18.682003304242908,0.04065445299999999,0.0,0.0
2025-01-02 20:00:00,58.7905385424874,0.040867730000000005,0.120466,F2,58.749670812487395,0.0,0.0,18.682003304242908,0.040867730000000005,0.0,0.0
2025-01-02 21:00:00,49.52347174759876,0.040867730000000005,0.120466,F2,49.48260401759876,0.0,0.0,18.682003304242908,0.040867730000000005,0.0,0.0
2025-01-02 22:00:00,52.86519128036127,0.040867730000000005,0.120466,F2,52.82432355036127,0.0,0.0,18.682003304242908,0.040867730000000005,0.0,0.0
2025-01-02 23:00:00,58.86558492408919,0.040867730000000005,0.106513,F3,58.86558492408919,0.040867730000000005,0.0,18.682003304242908,0.0,0.040867730000000005,0.0
2025-01-03 00:00:00,50.13908427418344,0.040867730000000005,0.106513,F3,50.13908427418344,0.040867730000000005,0.0,18.720773837123147,0.0,0.040867730000000005,0.0
2025-01-03 01:00:00,49.881680321177924,0.040867730000000005,0.106513,F3,49.881680321177924,0.040867730000000005,0.0,18.759544370003386,0.0,0.040867730000000005,0.0
2025-01-03 02:00:00,49.889849231675996,0.040867730000000005,0.106513,F3,49.889849231675996,0.040867730000000005,0.0,18.798314902883625,0.0,0.040867730000000005,0.0
2025-01-03 03:00:00,47.7429363661657,0.04065445299999999,0.106513,F3,47.7429363661657,0.04065445299999999,0.0,18.837085435763864,0.0,0.04065445299999999,0.0
2025-01-03 04:00:00,45.34050020918144,0.04065445299999999,0.106513,F3,45.34050020918144,0.04065445299999999,0.0,18.875653636316343,0.0,0.04065445299999999,0.0
2025-01-03 05:00:00,39.38278370830396,0.04357562,0.106513,F3,39.38278370830396,0.04357562,0.0,18.914221836868823,0.0,0.04357562,0.0
2025-01-03 06:00:00,46.24262147629683,0.046842503,0.106513,F3,46.24262147629683,0.046842503,0.0,18.95556129976502,0.0,0.046842503,0.0
2025-01-03 07:00:00,44.44849717603228,0.05111212,0.120466,F2,44.39738505603228,0.0,0.0,19.0,0.05111212,0.0,0.0
2025-01-03 08:00:00,46.3621675393186,0.10252234,0.129865,F1,41.2596451993186,0.0,5.0,19.0,0.10252234,0.0,0.0
2025-01-03 09:00:00,39.20699462188924,4.575659,0.129865,F1,29.631335621889235,0.0,5.0,13.729537233052701,4.575659,0.0,0.0
2025-01-03 10:00:00,45.76698903969972,6.597477,0.129865,F1,34.169512039699725,0.0,5.0,8.459074466105402,6.597477,0.0,0.0
2025-01-03 11:00:00,46.03546827484834,10.941211,0.129865,F1,33.0179579099391,0.0,2.0762993649092487,3.1886116991581037,10.941211,0.0,0.0
2025-01-03 12:00:00,39.78793864548969,19.185672,0.129865,F1,20.60226664548969,0.0,0.0,1.0,19.185672,0.0,0.0
2025-01-03 13:00:00,50.59593585080657,18.978594,0.129865,F1,31.617341850806568,0.0,0.0,1.0,18.978594,0.0,0.0
2025-01-03 14:00:00,43.44059779183678,17.39584,0.129865,F1,26.04475779183678,0.0,0.0,1.0,17.39584,0.0,0.0
2025-01-03 15:00:00,44.97679524724897,13.802436,0.129865,F1,31.174359247248972,0.0,0.0,1.0,13.802436,0.0,0.0
2025-01-03 16:00:00,40.483374898885415,7.4723174,0.129865,F1,33.011057498885414,0.0,0.0,1.0,7.4723174,0.0,0.0
2025-01-03 17:00:00,44.88685413863429,0.07331352,0.129865,F1,44.81354061863429,0.0,0.0,1.0,0.07331352,0.0,0.0
2025-01-03 18:00:00,58.09052433873936,0.039619892,0.129865,F1,58.05090444673936,0.0,0.0,1.0,0.039619892,0.0,0.0
2025-01-03 19:00:00,51.675366166258996,0.04065445299999999,0.120466,F2,51.634711713258994,0.0,0.0,1.0,0.04065445299999999,0.0,0.0
2025-01-03 20:00:00,46.90879689954815,0.04065445299999999,0.120466,F2,46.86814244654815,0.0,0.0,1.0,0.04065445299999999,0.0,0.0
2025-01-03 21:00:00,45.051365686211284,0.040867730000000005,0.120466,F2,45.01049795621128,0.0,0.0,1.0,0.040867730000000005,0.0,0.0
2025-01-03 22:00:00,66.6943899502154,0.040867730000000005,0.120466,F2,66.6535222202154,0.0,0.0,1.0,0.040867730000000005,0.0,0.0
2025-01-03 23:00:00,79.88639408302949,0.041577953,0.106513,F3,79.88639408302949,0.041577953,0.0,1.0,0.0,0.041577953,0.0
2025-01-04 00:00:00,84.7435686523453,0.041577953,0.106513,F3,84.7435686523453,0.041577953,0.0,1.0394443095782293,0.0,0.041577953,0.0
2025-01-04 01:00:00,51.96284166625474,0.041577953,0.106513,F3,51.96284166625474,0.041577953,0.0,1.0788886191564586,0.0,0.041577953,0.0
2025-01-04 02:00:00,39.377478080906805,0.041577953,0.106513,F3,39.377478080906805,0.041577953,0.0,1.118332928734688,0.0,0.041577953,0.0
2025-01-04 03:00:00,45.65455465772667,0.041577953,0.106513,F3,45.65455465772667,0.041577953,0.0,1.1577772383129172,0.0,0.041577953,0.0
2025-01-04 04:00:00,40.14655968160704,0.041577953,0.106513,F3,40.14655968160704,0.041577953,0.0,1.1972215478911465,0.0,0.041577953,0.0
