latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
45.02636,7.6863356,253.0,3600,Europe/Berlin,GMT+1

time,temperature_2m (°C),global_tilted_irradiance (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),shortwave_radiation (W/m²),wind_speed_10m (m/s),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%)
2018-11-03T12:00,12.4,113.0,101.0,24.8,113.0,1.52,100,100,45,0
2018-11-03T13:00,14.1,115.0,109.0,12.1,115.0,0.98,100,100,65,1
2018-11-03T14:00,14.2,129.0,108.0,45.9,129.0,2.33,87,82,57,6
2018-11-03T15:00,14.4,143.0,104.0,103.4,143.0,2.28,98,98,40,1
2018-11-03T16:00,13.8,86.0,44.0,162.3,86.0,1.57,67,38,54,11
2018-11-03T17:00,12.6,42.0,25.0,129.2,42.0,1.10,76,36,11,69
2018-11-03T18:00,11.6,1.0,1.0,0.0,1.0,1.99,80,17,26,71
2018-11-03T19:00,10.8,0.0,0.0,0.0,0.0,1.30,85,11,66,59
2018-11-03T20:00,10.9,0.0,0.0,0.0,0.0,0.45,100,44,100,39
2018-11-03T21:00,11.1,0.0,0.0,0.0,0.0,0.99,91,37,91,0
2018-11-03T22:00,11.2,0.0,0.0,0.0,0.0,1.80,95,91,61,0
2018-11-03T23:00,11.6,0.0,0.0,0.0,0.0,1.70,100,100,90,0
2018-11-04T00:00,11.8,0.0,0.0,0.0,0.0,1.80,100,100,97,0
2018-11-04T01:00,11.9,0.0,0.0,0.0,0.0,1.66,100,50,99,87
2018-11-04T02:00,11.9,0.0,0.0,0.0,0.0,0.98,99,13,99,79
2018-11-04T03:00,11.8,0.0,0.0,0.0,0.0,1.55,98,48,92,84
2018-11-04T04:00,12.1,0.0,0.0,0.0,0.0,1.20,100,100,33,27
2018-11-04T05:00,11.9,0.0,0.0,0.0,0.0,1.02,91,82,25,58
2018-11-04T06:00,11.4,0.0,0.0,0.0,0.0,1.43,93,15,82,59
2018-11-04T07:00,11.6,0.0,0.0,0.0,0.0,1.61,100,33,100,99
2018-11-04T08:00,12.2,7.0,7.0,0.0,7.0,1.55,100,75,93,99
2018-11-04T09:00,13.1,28.0,28.0,0.0,28.0,0.63,100,100,100,76
2018-11-04T10:00,13.8,50.0,50.0,0.0,50.0,1.75,100,100,99,41
2018-11-04T11:00,14.2,90.0,87.0,7.1,90.0,1.90,100,100,97,78
2018-11-04T12:00,14.3,88.0,88.0,0.0,88.0,1.80,100,91,100,96
2018-11-04T13:00,14.1,96.0,92.0,8.2,96.0,3.70,100,66,98,97
2018-11-04T14:00,14.8,104.0,101.0,6.6,104.0,3.16,100,39,90,100
2018-11-04T15:00,14.6,68.0,67.0,2.7,68.0,2.94,99,50,82,98
2018-11-04T16:00,14.6,49.0,46.0,11.8,49.0,2.60,100,100,99,76
2018-11-04T17:00,13.9,7.0,7.0,0.0,7.0,2.72,99,87,93,94
2018-11-04T18:00,13.4,0.0,0.0,0.0,0.0,2.53,100,100,97,99
2018-11-04T19:00,13.2,0.0,0.0,0.0,0.0,2.40,100,100,46,100
2018-11-04T20:00,13.1,0.0,0.0,0.0,0.0,1.80,100,100,48,100
2018-11-04T21:00,12.8,0.0,0.0,0.0,0.0,1.97,100,100,37,61
2018-11-04T22:00,12.6,0.0,0.0,0.0,0.0,2.45,100,100,46,15
2018-11-04T23:00,12.1,0.0,0.0,0.0,0.0,3.03,100,100,47,21
2018-11-05T00:00,11.7,0.0,0.0,0.0,0.0,2.81,100,100,68,33
2018-11-05T01:00,12.1,0.0,0.0,0.0,0.0,1.25,98,85,66,93
2018-11-05T02:00,12.1,0.0,0.0,0.0,0.0,1.43,100,99,72,100
2018-11-05T03:00,12.3,0.0,0.0,0.0,0.0,2.20,100,100,55,100
2018-11-05T04:00,12.2,0.0,0.0,0.0,0.0,2.31,100,89,64,99
2018-11-05T05:00,12.1,0.0,0.0,0.0,0.0,2.32,100,42,99,100
2018-11-05T06:00,12.2,0.0,0.0,0.0,0.0,2.69,100,31,99,82
2018-11-05T07:00,12.1,0.0,0.0,0.0,0.0,2.26,99,26,99,11
2018-11-05T08:00,12.2,6.0,5.0,10.6,6.0,2.60,100,34,100,17
2018-11-05T09:00,12.5,26.0,26.0,0.0,26.0,2.62,98,21,98,10
2018-11-05T10:00,13.2,89.0,75.0,43.4,89.0,2.59,93,26,90,30
2018-11-05T11:00,13.6,103.0,80.0,54.8,103.0,2.68,100,19,100,50
2018-11-05T12:00,13.4,83.0,83.0,0.0,83.0,3.44,99,38,99,0
2018-11-05T13:00,12.9,89.0,82.0,14.4,89.0,3.45,99,34,96,17
2018-11-05T14:00,12.8,91.0,79.0,26.8,91.0,3.64,97,34,97,0
2018-11-05T15:00,12.4,42.0,40.0,5.4,42.0,3.61,100,73,100,0
2018-11-05T16:00,12.2,20.0,20.0,0.0,20.0,3.35,100,100,100,0
2018-11-05T17:00,12.0,6.0,6.0,0.0,6.0,3.16,100,100,100,0
2018-11-05T18:00,11.9,0.0,0.0,0.0,0.0,3.01,100,100,100,0
2018-11-05T19:00,11.8,0.0,0.0,0.0,0.0,2.84,100,75,100,44
2018-11-05T20:00,11.9,0.0,0.0,0.0,0.0,2.45,100,84,100,38
2018-11-05T21:00,11.9,0.0,0.0,0.0,0.0,2.94,98,92,95,80
2018-11-05T22:00,11.9,0.0,0.0,0.0,0.0,3.45,100,100,80,67
2018-11-05T23:00,12.1,0.0,0.0,0.0,0.0,3.68,100,100,99,31
2018-11-06T00:00,12.4,0.0,0.0,0.0,0.0,3.85,100,100,100,69
2018-11-06T01:00,12.5,0.0,0.0,0.0,0.0,4.02,100,100,100,60
2018-11-06T02:00,12.4,0.0,0.0,0.0,0.0,4.25,100,100,97,38
2018-11-06T03:00,12.6,0.0,0.0,0.0,0.0,4.58,100,100,100,62
2018-11-06T04:00,12.6,0.0,0.0,0.0,0.0,4.52,100,99,99,92
2018-11-06T05:00,12.8,0.0,0.0,0.0,0.0,3.41,100,100,68,60
2018-11-06T06:00,12.9,0.0,0.0,0.0,0.0,3.66,100,100,33,39
2018-11-06T07:00,12.9,0.0,0.0,0.0,0.0,2.77,100,100,20,28
2018-11-06T08:00,13.1,6.0,6.0,0.0,6.0,2.68,100,100,43,33
2018-11-06T09:00,13.2,40.0,40.0,0.0,40.0,2.97,100,100,81,7
2018-11-06T10:00,13.6,90.0,53.0,116.2,90.0,3.44,98,97,41,21
2018-11-06T11:00,14.4,152.0,103.0,118.0,152.0,4.17,99,94,89,63
2018-11-06T12:00,14.6,107.0,71.0,76.5,107.0,4.81,97,39,90,90
2018-11-06T13:00,14.8,108.0,73.0,72.9,108.0,4.43,91,69,99,84
2018-11-06T14:00,14.8,42.0,42.0,0.0,42.0,4.66,100,69,100,88
2018-11-06T15:00,14.5,16.0,16.0,0.0,16.0,5.22,99,0,96,97
2018-11-06T16:00,14.2,14.0,14.0,0.0,14.0,3.49,100,3,100,94
2018-11-06T17:00,13.8,9.0,9.0,0.0,9.0,2.78,100,0,99,38
2018-11-06T18:00,13.3,0.0,0.0,0.0,0.0,2.14,100,1,100,55
2018-11-06T19:00,13.1,0.0,0.0,0.0,0.0,2.50,100,0,100,78
2018-11-06T20:00,12.6,0.0,0.0,0.0,0.0,2.06,100,6,100,100
2018-11-06T21:00,12.3,0.0,0.0,0.0,0.0,1.64,95,10,92,88
2018-11-06T22:00,11.9,0.0,0.0,0.0,0.0,1.70,100,4,93,100
2018-11-06T23:00,11.2,0.0,0.0,0.0,0.0,1.96,100,13,60,100
2018-11-07T00:00,11.1,0.0,0.0,0.0,0.0,1.92,84,7,45,82
2018-11-07T01:00,11.8,0.0,0.0,0.0,0.0,2.48,8,2,100,51
2018-11-07T02:00,11.5,0.0,0.0,0.0,0.0,1.77,100,100,31,1
2018-11-07T03:00,11.4,0.0,0.0,0.0,0.0,1.21,44,14,40,0
2018-11-07T04:00,11.5,0.0,0.0,0.0,0.0,0.61,81,17,79,0
2018-11-07T05:00,11.0,0.0,0.0,0.0,0.0,0.95,43,24,38,0
2018-11-07T06:00,10.9,0.0,0.0,0.0,0.0,0.36,50,43,29,2
2018-11-07T07:00,10.3,0.0,0.0,0.0,0.0,0.86,40,38,18,0
2018-11-07T08:00,10.6,12.0,9.0,33.3,12.0,1.32,31,19,12,13
2018-11-07T09:00,11.5,96.0,58.0,208.2,96.0,1.03,83,67,1,72
2018-11-07T10:00,12.6,210.0,107.0,327.9,210.0,1.63,89,8,0,88
2018-11-07T11:00,13.5,280.0,142.0,336.0,280.0,0.86,87,13,3,86
2018-11-07T12:00,14.6,356.0,157.0,427.2,356.0,0.41,71,10,3,67
2018-11-07T13:00,14.9,319.0,155.0,344.8,319.0,0.81,92,3,3,97
2018-11-07T14:00,15.4,282.0,175.0,243.5,282.0,0.71,99,3,19,99
2018-11-07T15:00,15.0,122.0,122.0,0.0,122.0,1.06,99,20,81,98
2018-11-07T16:00,14.5,69.0,64.0,20.7,69.0,1.00,97,26,47,95
2018-11-07T17:00,13.1,30.0,26.0,32.5,30.0,1.22,100,23,100,100
2018-11-07T18:00,12.6,0.0,0.0,0.0,0.0,1.00,100,18,100,96
2018-11-07T19:00,12.4,0.0,0.0,0.0,0.0,1.40,99,12,93,92
2018-11-07T20:00,12.0,0.0,0.0,0.0,0.0,2.10,81,20,73,36
2018-11-07T21:00,11.6,0.0,0.0,0.0,0.0,1.81,82,63,80,1
2018-11-07T22:00,11.4,0.0,0.0,0.0,0.0,1.75,91,80,85,12
2018-11-07T23:00,11.2,0.0,0.0,0.0,0.0,1.71,91,88,80,0
2018-11-08T00:00,11.1,0.0,0.0,0.0,0.0,1.55,91,88,69,0
2018-11-08T01:00,10.4,0.0,0.0,0.0,0.0,1.60,65,11,28,0
2018-11-08T02:00,10.0,0.0,0.0,0.0,0.0,0.58,77,64,65,0
2018-11-08T03:00,10.4,0.0,0.0,0.0,0.0,0.71,75,37,71,0
2018-11-08T04:00,10.1,0.0,0.0,0.0,0.0,0.76,51,32,42,0
2018-11-08T05:00,9.2,0.0,0.0,0.0,0.0,0.41,66,61,29,0
2018-11-08T06:00,9.0,0.0,0.0,0.0,0.0,0.61,100,100,45,0
2018-11-08T07:00,9.3,0.0,0.0,0.0,0.0,0.63,100,100,98,0
2018-11-08T08:00,9.8,4.0,3.0,11.4,4.0,1.36,99,99,97,0
2018-11-08T09:00,10.0,18.0,18.0,0.0,18.0,0.85,100,100,96,0
2018-11-08T10:00,10.6,43.0,43.0,0.0,43.0,0.41,100,100,94,0
2018-11-08T11:00,11.6,99.0,85.0,34.5,99.0,0.45,94,91,90,0
2018-11-08T12:00,12.6,166.0,132.0,73.7,166.0,0.61,88,84,65,0
2018-11-08T13:00,12.3,165.0,135.0,63.7,165.0,0.76,55,100,96,30
2018-11-08T14:00,12.5,63.0,62.0,2.3,63.0,1.43,99,98,81,4
2018-11-08T15:00,12.4,55.0,49.0,16.9,55.0,0.70,98,92,82,72
2018-11-08T16:00,12.3,30.0,29.0,4.2,30.0,0.50,98,94,69,62
2018-11-08T17:00,12.0,12.0,11.0,8.2,12.0,0.76,94,87,67,80
2018-11-08T18:00,11.9,0.0,0.0,0.0,0.0,0.50,98,87,78,88
2018-11-08T19:00,12.0,0.0,0.0,0.0,0.0,0.00,89,63,72,69
2018-11-08T20:00,12.0,0.0,0.0,0.0,0.0,0.14,95,73,69,80
2018-11-08T21:00,11.9,0.0,0.0,0.0,0.0,0.10,100,94,65,94
2018-11-08T22:00,11.7,0.0,0.0,0.0,0.0,0.32,100,92,68,97
2018-11-08T23:00,11.6,0.0,0.0,0.0,0.0,0.81,100,91,65,99
2018-11-09T00:00,11.5,0.0,0.0,0.0,0.0,1.44,100,93,74,100
2018-11-09T01:00,11.2,0.0,0.0,0.0,0.0,0.50,100,100,87,95
2018-11-09T02:00,11.4,0.0,0.0,0.0,0.0,2.10,98,65,42,94
2018-11-09T03:00,11.2,0.0,0.0,0.0,0.0,2.28,99,82,45,96
2018-11-09T04:00,10.9,0.0,0.0,0.0,0.0,1.92,100,100,73,94
2018-11-09T05:00,10.9,0.0,0.0,0.0,0.0,1.60,99,97,94,94
2018-11-09T06:00,10.8,0.0,0.0,0.0,0.0,1.50,100,97,64,97
2018-11-09T07:00,10.8,0.0,0.0,0.0,0.0,1.40,100,100,41,96
2018-11-09T08:00,11.0,3.0,3.0,0.0,3.0,1.36,100,100,32,95
2018-11-09T09:00,11.4,30.0,30.0,0.0,30.0,1.53,100,98,37,94
2018-11-09T10:00,11.8,56.0,55.0,3.3,56.0,1.40,98,96,38,94
2018-11-09T11:00,12.4,100.0,98.0,5.0,100.0,1.92,100,99,33,94
2018-11-09T12:00,13.0,115.0,110.0,10.9,115.0,1.75,99,83,54,95
2018-11-09T13:00,12.5,114.0,106.0,17.1,114.0,0.86,99,24,100,91
2018-11-09T14:00,12.8,78.0,72.0,13.9,78.0,0.98,100,12,100,76
2018-11-09T15:00,12.4,49.0,49.0,0.0,49.0,0.64,100,49,100,43
2018-11-09T16:00,12.4,37.0,37.0,0.0,37.0,0.60,100,21,100,10
2018-11-09T17:00,11.9,11.0,11.0,0.0,11.0,0.28,100,40,100,14
2018-11-09T18:00,11.7,0.0,0.0,0.0,0.0,0.36,99,60,98,37
2018-11-09T19:00,11.6,0.0,0.0,0.0,0.0,0.71,99,92,99,20
2018-11-09T20:00,11.4,0.0,0.0,0.0,0.0,0.10,100,100,100,0
2018-11-09T21:00,11.1,0.0,0.0,0.0,0.0,0.81,100,99,100,0
2018-11-09T22:00,11.1,0.0,0.0,0.0,0.0,0.76,100,4,100,0
2018-11-09T23:00,11.0,0.0,0.0,0.0,0.0,1.30,99,37,99,0
2018-11-10T00:00,11.0,0.0,0.0,0.0,0.0,0.57,96,87,93,0
2018-11-10T01:00,10.6,0.0,0.0,0.0,0.0,1.08,92,99,83,0
2018-11-10T02:00,10.9,0.0,0.0,0.0,0.0,0.41,100,100,81,0
2018-11-10T03:00,10.8,0.0,0.0,0.0,0.0,0.61,100,100,87,0
2018-11-10T04:00,10.8,0.0,0.0,0.0,0.0,0.85,99,98,74,0
2018-11-10T05:00,10.6,0.0,0.0,0.0,0.0,0.81,87,51,83,0
2018-11-10T06:00,10.6,0.0,0.0,0.0,0.0,0.82,69,41,68,0
2018-11-10T07:00,10.6,0.0,0.0,0.0,0.0,0.67,100,100,67,0
2018-11-10T08:00,10.7,3.0,3.0,0.0,3.0,1.04,97,96,57,0
2018-11-10T09:00,11.1,29.0,25.0,23.5,29.0,1.00,93,93,29,0
2018-11-10T10:00,11.7,79.0,60.0,63.1,79.0,1.00,91,89,36,0
2018-11-10T11:00,12.2,150.0,110.0,100.7,150.0,1.24,94,93,36,0
2018-11-10T12:00,13.0,225.0,128.0,214.5,225.0,1.39,82,82,14,0
2018-11-10T13:00,11.3,235.0,145.0,194.7,235.0,1.61,85,100,69,79
2018-11-10T14:00,11.2,73.0,64.0,21.1,73.0,2.21,91,85,44,64
2018-11-10T15:00,11.8,79.0,74.0,14.4,79.0,2.19,95,91,84,28
2018-11-10T16:00,11.9,56.0,50.0,26.1,56.0,1.87,100,97,69,98
2018-11-10T17:00,11.6,11.0,11.0,0.0,11.0,1.77,100,100,82,98
2018-11-10T18:00,11.3,0.0,0.0,0.0,0.0,1.60,100,100,96,100
2018-11-10T19:00,11.2,0.0,0.0,0.0,0.0,1.75,100,100,93,53
2018-11-10T20:00,11.1,0.0,0.0,0.0,0.0,1.96,100,100,100,1
2018-11-10T21:00,11.1,0.0,0.0,0.0,0.0,2.04,100,100,85,0
2018-11-10T22:00,10.9,0.0,0.0,0.0,0.0,2.10,100,100,81,4
2018-11-10T23:00,10.9,0.0,0.0,0.0,0.0,2.02,98,95,87,5
2018-11-11T00:00,10.8,0.0,0.0,0.0,0.0,1.96,87,84,47,0
2018-11-11T01:00,10.5,0.0,0.0,0.0,0.0,1.63,98,91,25,61
2018-11-11T02:00,10.4,0.0,0.0,0.0,0.0,1.91,100,100,37,58
2018-11-11T03:00,10.6,0.0,0.0,0.0,0.0,1.96,100,100,27,1
2018-11-11T04:00,10.6,0.0,0.0,0.0,0.0,2.22,95,93,38,1
2018-11-11T05:00,10.4,0.0,0.0,0.0,0.0,1.87,100,100,53,0
2018-11-11T06:00,10.4,0.0,0.0,0.0,0.0,1.82,100,100,68,0
2018-11-11T07:00,10.4,0.0,0.0,0.0,0.0,1.75,100,100,86,0
2018-11-11T08:00,10.4,2.0,2.0,0.0,2.0,1.41,100,100,92,0
2018-11-11T09:00,10.4,22.0,20.0,12.1,22.0,1.20,99,99,90,0
2018-11-11T10:00,10.4,35.0,31.0,13.5,35.0,0.86,88,83,80,0
2018-11-11T11:00,11.1,89.0,76.0,33.1,89.0,1.14,85,76,55,25
2018-11-11T12:00,12.3,176.0,117.0,131.7,176.0,1.12,85,78,54,34
2018-11-11T13:00,11.4,144.0,97.0,102.6,144.0,1.58,90,84,65,47
2018-11-11T14:00,11.9,70.0,70.0,0.0,70.0,1.73,84,69,62,30
2018-11-11T15:00,11.8,46.0,46.0,0.0,46.0,2.33,75,60,66,9
2018-11-11T16:00,11.6,34.0,32.0,8.8,34.0,1.82,84,25,75,31
2018-11-11T17:00,11.1,17.0,13.0,34.6,17.0,1.65,97,88,96,4
2018-11-11T18:00,10.5,0.0,0.0,0.0,0.0,1.06,100,100,84,0
2018-11-11T19:00,10.2,0.0,0.0,0.0,0.0,0.99,94,94,73,0
2018-11-11T20:00,10.1,0.0,0.0,0.0,0.0,0.64,100,100,83,0
2018-11-11T21:00,10.2,0.0,0.0,0.0,0.0,0.22,100,100,75,0
2018-11-11T22:00,10.2,0.0,0.0,0.0,0.0,0.50,100,100,83,0
2018-11-11T23:00,10.1,0.0,0.0,0.0,0.0,0.81,97,97,79,1
2018-11-12T00:00,10.1,0.0,0.0,0.0,0.0,0.71,96,95,70,0
2018-11-12T01:00,10.4,0.0,0.0,0.0,0.0,0.45,94,100,93,0
2018-11-12T02:00,10.6,0.0,0.0,0.0,0.0,0.71,100,100,99,0
2018-11-12T03:00,10.6,0.0,0.0,0.0,0.0,0.86,99,99,61,0
2018-11-12T04:00,10.5,0.0,0.0,0.0,0.0,0.70,100,100,48,0
2018-11-12T05:00,10.4,0.0,0.0,0.0,0.0,0.63,93,93,39,0
2018-11-12T06:00,10.3,0.0,0.0,0.0,0.0,0.61,92,91,38,0
2018-11-12T07:00,10.0,0.0,0.0,0.0,0.0,0.64,92,91,47,0
2018-11-12T08:00,10.2,6.0,5.0,12.5,6.0,0.94,92,91,70,0
2018-11-12T09:00,10.6,30.0,26.0,24.7,30.0,0.51,90,89,52,0
2018-11-12T10:00,10.9,49.0,49.0,0.0,49.0,0.50,79,74,37,10
2018-11-12T11:00,11.3,88.0,79.0,23.2,88.0,0.72,81,78,54,0
2018-11-12T12:00,12.2,160.0,140.0,45.1,160.0,0.63,78,75,53,0
2018-11-12T13:00,11.9,203.0,133.0,154.3,203.0,0.36,73,93,87,0
2018-11-12T14:00,12.3,90.0,77.0,31.1,90.0,0.32,99,99,97,5
2018-11-12T15:00,12.6,109.0,77.0,94.3,109.0,0.73,100,100,96,14
2018-11-12T16:00,12.4,71.0,52.0,85.2,71.0,1.20,94,91,73,13
2018-11-12T17:00,11.6,20.0,13.0,61.5,20.0,0.61,85,74,54,33
2018-11-12T18:00,11.4,0.0,0.0,0.0,0.0,0.63,89,51,43,76
2018-11-12T19:00,11.0,0.0,0.0,0.0,0.0,0.71,86,61,36,59
2018-11-12T20:00,10.8,0.0,0.0,0.0,0.0,0.70,100,100,20,74
2018-11-12T21:00,10.8,0.0,0.0,0.0,0.0,0.82,100,100,10,78
2018-11-12T22:00,10.7,0.0,0.0,0.0,0.0,1.00,99,99,6,83
2018-11-12T23:00,10.3,0.0,0.0,0.0,0.0,0.92,99,99,5,87
2018-11-13T00:00,9.8,0.0,0.0,0.0,0.0,0.76,100,100,4,62
2018-11-13T01:00,11.3,0.0,0.0,0.0,0.0,0.51,100,100,60,81
2018-11-13T02:00,11.4,0.0,0.0,0.0,0.0,1.22,100,100,56,72
2018-11-13T03:00,10.9,0.0,0.0,0.0,0.0,1.12,99,96,27,97
2018-11-13T04:00,10.6,0.0,0.0,0.0,0.0,0.20,99,40,21,99
2018-11-13T05:00,10.2,0.0,0.0,0.0,0.0,0.36,100,40,25,100
2018-11-13T06:00,9.9,0.0,0.0,0.0,0.0,0.41,100,75,62,100
2018-11-13T07:00,10.1,0.0,0.0,0.0,0.0,0.50,100,94,87,100
2018-11-13T08:00,10.3,5.0,5.0,0.0,5.0,0.64,100,81,88,100
2018-11-13T09:00,10.6,51.0,44.0,44.4,51.0,0.22,100,100,81,97
2018-11-13T10:00,11.4,129.0,90.0,135.3,129.0,0.20,99,75,88,96
2018-11-13T11:00,12.6,235.0,116.0,309.6,235.0,0.30,99,13,97,97
2018-11-13T12:00,13.9,284.0,179.0,239.0,284.0,1.00,99,1,96,99
2018-11-13T13:00,15.5,295.0,167.0,284.7,295.0,0.86,93,7,1,87
2018-11-13T14:00,16.1,249.0,140.0,263.2,249.0,0.81,82,21,1,79
2018-11-13T15:00,16.4,196.0,117.0,235.4,196.0,0.45,88,11,2,86
2018-11-13T16:00,16.0,117.0,60.0,259.8,117.0,0.51,80,16,3,77
2018-11-13T17:00,14.8,36.0,18.0,160.7,36.0,1.03,71,19,3,65
2018-11-13T18:00,11.8,0.0,0.0,0.0,0.0,1.50,77,19,3,72
2018-11-13T19:00,11.0,0.0,0.0,0.0,0.0,1.78,81,18,3,77
2018-11-13T20:00,10.4,0.0,0.0,0.0,0.0,1.71,21,19,3,1
2018-11-13T21:00,10.2,0.0,0.0,0.0,0.0,1.21,21,21,2,0
2018-11-13T22:00,9.2,0.0,0.0,0.0,0.0,1.08,24,24,1,0
2018-11-13T23:00,9.1,0.0,0.0,0.0,0.0,1.30,20,20,1,0
2018-11-14T00:00,8.1,0.0,0.0,0.0,0.0,1.43,12,12,2,0
2018-11-14T01:00,7.3,0.0,0.0,0.0,0.0,1.94,5,2,0,0
2018-11-14T02:00,7.6,0.0,0.0,0.0,0.0,0.98,1,1,0,0
2018-11-14T03:00,8.5,0.0,0.0,0.0,0.0,0.61,1,1,0,0
2018-11-14T04:00,6.8,0.0,0.0,0.0,0.0,1.21,5,1,0,4
2018-11-14T05:00,6.1,0.0,0.0,0.0,0.0,1.50,27,1,0,26
2018-11-14T06:00,6.3,0.0,0.0,0.0,0.0,1.30,36,1,0,36
2018-11-14T07:00,7.3,0.0,0.0,0.0,0.0,1.12,27,3,0,25
2018-11-14T08:00,7.1,9.0,5.0,52.8,9.0,0.80,24,10,0,16
2018-11-14T09:00,8.9,101.0,40.0,397.3,101.0,0.78,18,18,1,0
2018-11-14T10:00,11.6,225.0,66.0,559.7,225.0,0.58,29,23,1,8
2018-11-14T11:00,13.8,324.0,79.0,644.5,324.0,0.73,17,17,5,0
2018-11-14T12:00,15.2,378.0,86.0,671.0,378.0,0.76,10,10,4,0
2018-11-14T13:00,15.3,392.0,83.0,693.7,392.0,0.50,11,24,6,0
2018-11-14T14:00,16.0,328.0,90.0,580.1,328.0,0.45,44,44,9,0
2018-11-14T15:00,16.2,243.0,80.0,491.0,243.0,0.81,91,91,0,0
2018-11-14T16:00,15.4,137.0,56.0,375.1,137.0,1.25,24,23,5,0
2018-11-14T17:00,12.8,34.0,17.0,154.1,34.0,1.57,15,15,6,0
2018-11-14T18:00,11.8,0.0,0.0,0.0,0.0,1.75,13,12,7,0
2018-11-14T19:00,12.1,0.0,0.0,0.0,0.0,1.57,10,9,6,0
2018-11-14T20:00,11.8,0.0,0.0,0.0,0.0,1.43,20,19,4,0
2018-11-14T21:00,11.2,0.0,0.0,0.0,0.0,0.67,20,19,2,0
2018-11-14T22:00,10.8,0.0,0.0,0.0,0.0,0.32,14,13,1,0
2018-11-14T23:00,10.1,0.0,0.0,0.0,0.0,0.78,12,12,1,0
2018-11-15T00:00,8.6,0.0,0.0,0.0,0.0,1.14,100,100,0,0
2018-11-15T01:00,7.4,0.0,0.0,0.0,0.0,1.80,98,97,2,0
2018-11-15T02:00,8.0,0.0,0.0,0.0,0.0,0.81,100,100,1,15
2018-11-15T03:00,7.1,0.0,0.0,0.0,0.0,1.12,100,100,0,22
2018-11-15T04:00,7.6,0.0,0.0,0.0,0.0,0.89,100,100,0,0
2018-11-15T05:00,7.2,0.0,0.0,0.0,0.0,1.12,100,100,0,0
2018-11-15T06:00,7.3,0.0,0.0,0.0,0.0,0.72,100,100,0,0
2018-11-15T07:00,7.5,0.0,0.0,0.0,0.0,0.67,100,100,0,0
2018-11-15T08:00,7.9,5.0,4.0,13.5,5.0,0.72,100,100,0,0
2018-11-15T09:00,8.9,58.0,36.0,147.1,58.0,0.36,100,100,0,0
2018-11-15T10:00,10.3,123.0,64.0,210.7,123.0,0.00,100,100,0,0
2018-11-15T11:00,11.9,179.0,83.0,255.3,179.0,0.42,67,67,0,0
2018-11-15T12:00,13.5,236.0,119.0,271.4,236.0,0.64,64,64,0,0
2018-11-15T13:00,13.4,236.0,112.0,280.9,236.0,0.81,100,100,0,0
2018-11-15T14:00,13.8,153.0,111.0,103.3,153.0,0.95,100,100,0,0
2018-11-15T15:00,13.7,126.0,95.0,94.4,126.0,1.00,99,99,0,0
2018-11-15T16:00,13.2,64.0,51.0,61.1,64.0,1.80,85,85,0,0
2018-11-15T17:00,12.4,14.0,14.0,0.0,14.0,2.06,69,69,0,0
2018-11-15T18:00,11.3,0.0,0.0,0.0,0.0,1.30,92,92,0,0
2018-11-15T19:00,11.8,0.0,0.0,0.0,0.0,0.42,60,60,1,0
2018-11-15T20:00,11.6,0.0,0.0,0.0,0.0,0.41,65,50,1,31
2018-11-15T21:00,11.2,0.0,0.0,0.0,0.0,0.73,90,57,0,76
2018-11-15T22:00,10.6,0.0,0.0,0.0,0.0,0.90,96,48,2,93
2018-11-15T23:00,9.8,0.0,0.0,0.0,0.0,0.14,94,59,7,86
2018-11-16T00:00,9.6,0.0,0.0,0.0,0.0,0.36,100,100,4,97
2018-11-16T01:00,8.0,0.0,0.0,0.0,0.0,0.99,100,100,0,95
2018-11-16T02:00,8.1,0.0,0.0,0.0,0.0,1.02,99,84,0,93
2018-11-16T03:00,7.5,0.0,0.0,0.0,0.0,0.81,100,100,30,95
2018-11-16T04:00,7.9,0.0,0.0,0.0,0.0,1.34,100,100,92,1
2018-11-16T05:00,7.8,0.0,0.0,0.0,0.0,1.30,100,100,34,14
2018-11-16T06:00,8.2,0.0,0.0,0.0,0.0,1.66,100,100,1,0
2018-11-16T07:00,8.8,0.0,0.0,0.0,0.0,1.48,100,100,2,0
2018-11-16T08:00,9.1,2.0,2.0,0.0,2.0,0.98,66,66,8,0
2018-11-16T09:00,9.6,22.0,22.0,0.0,22.0,0.73,75,75,11,0
2018-11-16T10:00,10.4,64.0,63.0,3.6,64.0,1.03,100,100,6,0
2018-11-16T11:00,10.8,69.0,69.0,0.0,69.0,2.62,100,100,12,0
2018-11-16T12:00,10.1,64.0,64.0,0.0,64.0,3.47,100,100,57,0
2018-11-16T13:00,9.9,49.0,49.0,0.0,49.0,2.97,100,100,61,0
2018-11-16T14:00,10.2,69.0,69.0,0.0,69.0,2.83,100,100,65,0
2018-11-16T15:00,10.2,60.0,60.0,0.0,60.0,3.22,100,100,59,0
2018-11-16T16:00,9.9,34.0,34.0,0.0,34.0,3.06,100,100,68,0
2018-11-16T17:00,9.2,9.0,9.0,0.0,9.0,3.26,100,100,85,0
2018-11-16T18:00,8.7,0.0,0.0,0.0,0.0,3.50,100,100,100,0
2018-11-16T19:00,8.2,0.0,0.0,0.0,0.0,3.83,100,99,100,0
