latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
45.02636,7.6863356,253.0,3600,Europe/Berlin,GMT+1

time,temperature_2m (°C),global_tilted_irradiance (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),shortwave_radiation (W/m²),wind_speed_10m (m/s),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%)
2018-01-01T00:00,2.3,0.0,0.0,0.0,0.0,1.36,100,100,10,0
2018-01-01T01:00,3.1,0.0,0.0,0.0,0.0,1.94,99,100,36,32
2018-01-01T02:00,2.8,0.0,0.0,0.0,0.0,1.70,100,100,25,92
2018-01-01T03:00,2.8,0.0,0.0,0.0,0.0,0.95,100,100,26,4
2018-01-01T04:00,2.8,0.0,0.0,0.0,0.0,1.66,99,97,84,0
2018-01-01T05:00,3.0,0.0,0.0,0.0,0.0,0.95,100,92,100,0
2018-01-01T06:00,2.8,0.0,0.0,0.0,0.0,0.64,100,92,100,13
2018-01-01T07:00,2.8,0.0,0.0,0.0,0.0,0.50,100,70,100,50
2018-01-01T08:00,2.8,0.0,0.0,0.0,0.0,0.80,100,76,100,38
2018-01-01T09:00,3.0,13.0,13.0,0.0,13.0,1.40,93,89,43,9
2018-01-01T10:00,3.5,92.0,64.0,158.2,92.0,1.30,100,100,2,0
2018-01-01T11:00,4.2,195.0,91.0,369.2,195.0,2.24,61,61,0,0
2018-01-01T12:00,6.7,284.0,92.0,550.9,284.0,2.31,17,17,0,0
2018-01-01T13:00,9.1,346.0,80.0,713.6,346.0,1.70,6,2,0,0
2018-01-01T14:00,10.6,331.0,73.0,731.3,331.0,0.64,1,1,0,0
2018-01-01T15:00,10.8,261.0,62.0,686.1,261.0,1.39,2,2,0,1
2018-01-01T16:00,9.1,153.0,46.0,567.0,153.0,1.10,100,1,68,100
2018-01-01T17:00,4.3,25.0,22.0,30.0,25.0,2.27,98,0,18,98
2018-01-01T18:00,4.3,0.0,0.0,0.0,0.0,1.97,97,0,70,96
2018-01-01T19:00,3.7,0.0,0.0,0.0,0.0,1.57,98,0,8,98
2018-01-01T20:00,2.7,0.0,0.0,0.0,0.0,1.90,40,0,2,39
2018-01-01T21:00,1.1,0.0,0.0,0.0,0.0,1.66,48,1,0,47
2018-01-01T22:00,-0.1,0.0,0.0,0.0,0.0,2.02,26,5,0,23
2018-01-01T23:00,1.2,0.0,0.0,0.0,0.0,1.33,53,49,2,11
2018-01-02T00:00,-0.6,0.0,0.0,0.0,0.0,1.20,100,100,0,0
2018-01-02T01:00,2.6,0.0,0.0,0.0,0.0,0.22,76,14,3,10
2018-01-02T02:00,0.4,0.0,0.0,0.0,0.0,1.21,15,7,6,6
2018-01-02T03:00,0.1,0.0,0.0,0.0,0.0,2.08,2,2,0,1
2018-01-02T04:00,0.9,0.0,0.0,0.0,0.0,3.11,0,0,0,0
2018-01-02T05:00,1.4,0.0,0.0,0.0,0.0,2.52,2,0,2,0
2018-01-02T06:00,5.7,0.0,0.0,0.0,0.0,5.94,9,0,9,0
2018-01-02T07:00,5.7,0.0,0.0,0.0,0.0,6.55,0,0,0,0
2018-01-02T08:00,5.9,0.0,0.0,0.0,0.0,6.41,0,0,0,0
2018-01-02T09:00,6.2,30.0,13.0,182.1,30.0,6.14,0,0,0,0
2018-01-02T10:00,8.6,150.0,40.0,620.5,150.0,5.80,0,0,0,0
2018-01-02T11:00,10.6,266.0,56.0,743.7,266.0,5.23,1,0,1,0
2018-01-02T12:00,12.1,345.0,64.0,804.0,345.0,4.62,89,0,0,89
2018-01-02T13:00,13.4,368.0,78.0,775.2,368.0,3.16,91,0,0,18
2018-01-02T14:00,13.1,343.0,74.0,758.8,343.0,1.80,24,0,2,24
2018-01-02T15:00,12.2,228.0,107.0,414.4,228.0,1.75,0,0,0,0
2018-01-02T16:00,9.9,158.0,46.0,586.8,158.0,1.61,14,0,13,2
2018-01-02T17:00,9.9,36.0,17.0,187.7,36.0,2.02,10,0,10,1
2018-01-02T18:00,4.3,0.0,0.0,0.0,0.0,1.57,8,0,6,5
2018-01-02T19:00,2.7,0.0,0.0,0.0,0.0,1.94,14,0,13,1
2018-01-02T20:00,1.0,0.0,0.0,0.0,0.0,1.64,12,0,0,12
2018-01-02T21:00,0.8,0.0,0.0,0.0,0.0,1.84,0,0,0,0
2018-01-02T22:00,-0.8,0.0,0.0,0.0,0.0,1.41,79,0,77,16
2018-01-02T23:00,-0.6,0.0,0.0,0.0,0.0,1.68,24,0,0,24
2018-01-03T00:00,-0.8,0.0,0.0,0.0,0.0,0.92,3,0,0,3
2018-01-03T01:00,0.0,0.0,0.0,0.0,0.0,1.06,99,0,0,80
2018-01-03T02:00,-0.8,0.0,0.0,0.0,0.0,1.63,37,0,0,37
2018-01-03T03:00,1.0,0.0,0.0,0.0,0.0,0.61,94,0,0,94
2018-01-03T04:00,0.9,0.0,0.0,0.0,0.0,0.86,78,0,0,78
2018-01-03T05:00,-1.2,0.0,0.0,0.0,0.0,1.17,84,0,0,84
2018-01-03T06:00,-1.6,0.0,0.0,0.0,0.0,1.17,43,2,9,39
2018-01-03T07:00,-1.4,0.0,0.0,0.0,0.0,0.92,31,0,29,4
2018-01-03T08:00,-1.2,0.0,0.0,0.0,0.0,0.92,15,0,0,15
2018-01-03T09:00,-0.2,26.0,15.0,117.6,26.0,1.22,45,0,22,34
2018-01-03T10:00,2.2,122.0,51.0,399.5,122.0,1.20,14,0,8,8
2018-01-03T11:00,4.9,245.0,65.0,635.7,245.0,1.75,38,0,38,0
2018-01-03T12:00,6.8,313.0,72.0,687.3,313.0,1.49,59,0,55,17
2018-01-03T13:00,5.9,332.0,103.0,609.7,332.0,1.22,59,1,92,100
2018-01-03T14:00,6.5,212.0,149.0,176.8,212.0,0.70,93,1,0,93
2018-01-03T15:00,7.1,226.0,109.0,397.9,226.0,1.00,98,0,43,97
2018-01-03T16:00,3.5,121.0,65.0,290.0,121.0,5.60,96,3,25,95
2018-01-03T17:00,1.1,24.0,16.0,78.1,24.0,1.98,100,1,91,99
2018-01-03T18:00,0.6,0.0,0.0,0.0,0.0,2.77,99,4,87,98
2018-01-03T19:00,0.0,0.0,0.0,0.0,0.0,0.58,100,9,94,100
2018-01-03T20:00,0.4,0.0,0.0,0.0,0.0,0.92,99,28,88,98
2018-01-03T21:00,-0.1,0.0,0.0,0.0,0.0,0.89,99,48,67,99
2018-01-03T22:00,-0.4,0.0,0.0,0.0,0.0,0.50,89,44,42,79
2018-01-03T23:00,-0.1,0.0,0.0,0.0,0.0,2.24,94,54,51,82
2018-01-04T00:00,-0.8,0.0,0.0,0.0,0.0,2.13,92,79,53,49
2018-01-04T01:00,0.6,0.0,0.0,0.0,0.0,1.71,86,78,90,27
2018-01-04T02:00,0.3,0.0,0.0,0.0,0.0,0.50,91,71,74,6
2018-01-04T03:00,0.8,0.0,0.0,0.0,0.0,0.71,97,61,92,5
2018-01-04T04:00,0.9,0.0,0.0,0.0,0.0,1.72,53,48,9,2
2018-01-04T05:00,0.0,0.0,0.0,0.0,0.0,1.56,69,33,58,1
2018-01-04T06:00,0.2,0.0,0.0,0.0,0.0,1.28,59,31,0,41
2018-01-04T07:00,0.2,0.0,0.0,0.0,0.0,0.20,19,19,0,0
2018-01-04T08:00,-1.8,0.0,0.0,0.0,0.0,0.58,46,45,0,1
2018-01-04T09:00,-0.9,24.0,15.0,96.0,24.0,0.61,99,99,0,0
2018-01-04T10:00,1.1,133.0,47.0,482.3,133.0,0.67,100,100,0,0
2018-01-04T11:00,3.3,243.0,66.0,623.1,243.0,0.98,100,100,0,0
2018-01-04T12:00,4.9,316.0,73.0,690.5,316.0,0.92,92,92,0,3
2018-01-04T13:00,7.7,329.0,94.0,623.1,329.0,0.41,41,1,3,0
2018-01-04T14:00,8.9,322.0,70.0,703.6,322.0,1.20,25,17,13,3
2018-01-04T15:00,8.5,234.0,64.0,573.9,234.0,2.25,50,21,33,17
2018-01-04T16:00,7.8,124.0,48.0,388.8,124.0,2.14,17,7,14,1
2018-01-04T17:00,4.6,35.0,16.0,183.3,35.0,1.58,6,3,3,2
2018-01-04T18:00,3.2,0.0,0.0,0.0,0.0,1.84,28,1,6,23
2018-01-04T19:00,2.3,0.0,0.0,0.0,0.0,1.86,65,1,31,54
2018-01-04T20:00,1.3,0.0,0.0,0.0,0.0,1.52,81,1,1,80
2018-01-04T21:00,0.8,0.0,0.0,0.0,0.0,1.20,4,4,0,0
2018-01-04T22:00,0.3,0.0,0.0,0.0,0.0,1.17,67,1,0,67
2018-01-04T23:00,0.6,0.0,0.0,0.0,0.0,0.90,100,2,3,100
2018-01-05T00:00,-0.4,0.0,0.0,0.0,0.0,1.17,90,3,18,88
2018-01-05T01:00,0.9,0.0,0.0,0.0,0.0,1.26,100,2,3,0
2018-01-05T02:00,-0.2,0.0,0.0,0.0,0.0,0.81,44,2,5,41
2018-01-05T03:00,-0.5,0.0,0.0,0.0,0.0,1.51,69,5,0,68
2018-01-05T04:00,-0.6,0.0,0.0,0.0,0.0,1.77,35,4,0,32
2018-01-05T05:00,-1.1,0.0,0.0,0.0,0.0,1.20,8,8,1,0
2018-01-05T06:00,-1.1,0.0,0.0,0.0,0.0,1.41,48,47,2,0
2018-01-05T07:00,-1.3,0.0,0.0,0.0,0.0,1.17,100,100,0,38
2018-01-05T08:00,-0.3,0.0,0.0,0.0,0.0,0.10,100,100,0,55
2018-01-05T09:00,0.1,23.0,13.0,106.4,23.0,1.32,95,95,3,55
2018-01-05T10:00,2.4,116.0,50.0,368.7,116.0,0.32,100,100,20,45
2018-01-05T11:00,4.3,204.0,91.0,396.3,204.0,0.82,87,30,11,82
2018-01-05T12:00,5.2,234.0,134.0,283.1,234.0,1.43,98,43,7,97
2018-01-05T13:00,5.7,229.0,132.0,256.0,229.0,2.06,99,100,23,92
2018-01-05T14:00,6.6,222.0,154.0,188.8,222.0,2.37,92,91,5,7
2018-01-05T15:00,6.2,117.0,105.0,40.2,117.0,2.83,100,100,0,0
2018-01-05T16:00,5.4,67.0,63.0,20.2,67.0,2.20,100,100,0,0
2018-01-05T17:00,4.5,10.0,10.0,0.0,10.0,1.08,100,100,2,0
2018-01-05T18:00,4.4,0.0,0.0,0.0,0.0,0.71,100,100,7,0
2018-01-05T19:00,4.2,0.0,0.0,0.0,0.0,0.40,100,100,8,0
2018-01-05T20:00,4.1,0.0,0.0,0.0,0.0,0.76,100,100,15,0
2018-01-05T21:00,4.1,0.0,0.0,0.0,0.0,1.06,100,100,32,0
2018-01-05T22:00,4.2,0.0,0.0,0.0,0.0,0.98,100,100,50,0
2018-01-05T23:00,4.3,0.0,0.0,0.0,0.0,1.22,100,100,62,0
2018-01-06T00:00,4.4,0.0,0.0,0.0,0.0,1.61,100,100,68,0
2018-01-06T01:00,4.7,0.0,0.0,0.0,0.0,1.65,100,100,84,0
2018-01-06T02:00,4.9,0.0,0.0,0.0,0.0,0.82,100,100,85,0
2018-01-06T03:00,4.8,0.0,0.0,0.0,0.0,0.61,100,100,80,0
2018-01-06T04:00,4.8,0.0,0.0,0.0,0.0,0.92,100,100,83,0
2018-01-06T05:00,4.7,0.0,0.0,0.0,0.0,0.90,100,100,88,0
2018-01-06T06:00,4.6,0.0,0.0,0.0,0.0,0.82,100,100,85,0
2018-01-06T07:00,4.5,0.0,0.0,0.0,0.0,0.45,100,100,82,0
2018-01-06T08:00,4.4,0.0,0.0,0.0,0.0,0.61,100,100,73,0
2018-01-06T09:00,4.5,3.0,3.0,0.0,3.0,0.22,100,100,65,0
2018-01-06T10:00,4.8,18.0,17.0,5.6,18.0,0.22,100,100,61,0
2018-01-06T11:00,5.3,46.0,43.0,10.5,46.0,0.45,100,100,70,3
2018-01-06T12:00,5.8,50.0,49.0,2.8,50.0,0.92,99,99,62,8
2018-01-06T13:00,6.2,89.0,89.0,0.0,89.0,1.00,100,100,62,2
2018-01-06T14:00,6.3,49.0,46.0,8.3,49.0,0.78,100,100,99,0
2018-01-06T15:00,5.8,18.0,18.0,0.0,18.0,1.90,100,100,100,14
2018-01-06T16:00,5.8,17.0,17.0,0.0,17.0,0.92,100,100,100,32
2018-01-06T17:00,5.5,4.0,4.0,0.0,4.0,0.81,100,100,99,72
2018-01-06T18:00,5.3,0.0,0.0,0.0,0.0,1.20,100,100,100,90
2018-01-06T19:00,5.4,0.0,0.0,0.0,0.0,1.41,100,100,97,96
2018-01-06T20:00,5.4,0.0,0.0,0.0,0.0,1.43,100,100,73,99
2018-01-06T21:00,5.6,0.0,0.0,0.0,0.0,1.00,100,99,53,100
2018-01-06T22:00,5.3,0.0,0.0,0.0,0.0,0.54,100,100,100,99
2018-01-06T23:00,5.3,0.0,0.0,0.0,0.0,0.14,100,100,98,99
2018-01-07T00:00,5.4,0.0,0.0,0.0,0.0,0.82,100,100,96,93
2018-01-07T01:00,5.6,0.0,0.0,0.0,0.0,1.17,100,100,99,84
2018-01-07T02:00,5.8,0.0,0.0,0.0,0.0,2.21,100,100,98,91
2018-01-07T03:00,5.9,0.0,0.0,0.0,0.0,0.91,100,100,100,92
2018-01-07T04:00,6.1,0.0,0.0,0.0,0.0,1.46,100,100,100,91
2018-01-07T05:00,6.1,0.0,0.0,0.0,0.0,1.70,100,100,93,92
2018-01-07T06:00,6.0,0.0,0.0,0.0,0.0,1.08,100,100,98,89
2018-01-07T07:00,6.2,0.0,0.0,0.0,0.0,1.56,100,100,70,83
2018-01-07T08:00,6.3,0.0,0.0,0.0,0.0,1.27,100,100,99,90
2018-01-07T09:00,6.8,2.0,2.0,0.0,2.0,1.92,100,100,95,71
2018-01-07T10:00,7.0,14.0,14.0,0.0,14.0,2.43,100,100,94,98
2018-01-07T11:00,7.2,22.0,22.0,0.0,22.0,3.38,100,100,97,98
2018-01-07T12:00,7.6,27.0,27.0,0.0,27.0,3.81,100,100,94,98
2018-01-07T13:00,7.7,24.0,24.0,0.0,24.0,2.62,100,100,100,97
2018-01-07T14:00,7.5,23.0,23.0,0.0,23.0,3.61,100,100,100,97
2018-01-07T15:00,7.4,11.0,11.0,0.0,11.0,2.83,100,100,95,95
2018-01-07T16:00,7.5,15.0,15.0,0.0,15.0,4.11,100,100,77,95
2018-01-07T17:00,7.7,4.0,4.0,0.0,4.0,3.42,100,100,95,93
2018-01-07T18:00,7.7,0.0,0.0,0.0,0.0,2.73,100,100,99,94
2018-01-07T19:00,7.7,0.0,0.0,0.0,0.0,3.01,100,100,100,95
2018-01-07T20:00,7.8,0.0,0.0,0.0,0.0,3.20,100,100,97,99
2018-01-07T21:00,8.1,0.0,0.0,0.0,0.0,3.45,100,100,94,97
2018-01-07T22:00,8.3,0.0,0.0,0.0,0.0,3.85,100,100,98,98
2018-01-07T23:00,8.5,0.0,0.0,0.0,0.0,4.11,100,100,100,97
2018-01-08T00:00,8.4,0.0,0.0,0.0,0.0,3.44,100,100,99,98
2018-01-08T01:00,7.9,0.0,0.0,0.0,0.0,3.00,100,100,97,98
2018-01-08T02:00,8.2,0.0,0.0,0.0,0.0,2.78,100,100,99,98
2018-01-08T03:00,8.2,0.0,0.0,0.0,0.0,3.13,100,100,95,97
2018-01-08T04:00,8.1,0.0,0.0,0.0,0.0,2.91,100,100,96,100
2018-01-08T05:00,8.2,0.0,0.0,0.0,0.0,3.73,100,100,98,100
2018-01-08T06:00,8.5,0.0,0.0,0.0,0.0,4.39,100,100,89,97
2018-01-08T07:00,8.6,0.0,0.0,0.0,0.0,4.07,100,100,98,96
2018-01-08T08:00,8.6,0.0,0.0,0.0,0.0,3.69,100,100,86,91
2018-01-08T09:00,8.6,3.0,3.0,0.0,3.0,4.47,100,100,82,70
2018-01-08T10:00,8.4,14.0,14.0,0.0,14.0,4.36,100,100,77,89
2018-01-08T11:00,8.6,30.0,30.0,0.0,30.0,4.29,100,100,62,95
2018-01-08T12:00,8.9,50.0,50.0,0.0,50.0,4.57,100,100,86,98
2018-01-08T13:00,8.7,25.0,25.0,0.0,25.0,3.14,100,100,100,76
2018-01-08T14:00,8.8,25.0,25.0,0.0,25.0,3.52,100,100,93,65
2018-01-08T15:00,8.6,18.0,18.0,0.0,18.0,4.43,100,100,91,97
2018-01-08T16:00,8.8,15.0,15.0,0.0,15.0,5.41,100,100,100,100
2018-01-08T17:00,8.6,3.0,3.0,0.0,3.0,5.92,100,100,98,97
2018-01-08T18:00,8.2,0.0,0.0,0.0,0.0,5.80,100,100,98,99
2018-01-08T19:00,8.9,0.0,0.0,0.0,0.0,6.38,100,100,100,100
2018-01-08T20:00,9.1,0.0,0.0,0.0,0.0,6.75,100,100,100,100
2018-01-08T21:00,8.9,0.0,0.0,0.0,0.0,7.08,100,100,100,100
2018-01-08T22:00,9.4,0.0,0.0,0.0,0.0,9.26,100,100,100,100
2018-01-08T23:00,9.9,0.0,0.0,0.0,0.0,6.87,100,100,100,94
2018-01-09T00:00,9.4,0.0,0.0,0.0,0.0,2.47,100,100,70,55
2018-01-09T01:00,8.4,0.0,0.0,0.0,0.0,0.81,63,38,22,24
2018-01-09T02:00,8.4,0.0,0.0,0.0,0.0,1.71,65,28,34,48
2018-01-09T03:00,8.7,0.0,0.0,0.0,0.0,2.01,100,100,33,59
2018-01-09T04:00,8.1,0.0,0.0,0.0,0.0,1.93,100,100,80,79
2018-01-09T05:00,7.8,0.0,0.0,0.0,0.0,2.27,99,98,49,64
2018-01-09T06:00,7.4,0.0,0.0,0.0,0.0,3.58,100,100,83,99
2018-01-09T07:00,7.2,0.0,0.0,0.0,0.0,5.63,100,100,100,96
2018-01-09T08:00,7.5,0.0,0.0,0.0,0.0,5.55,100,100,99,100
2018-01-09T09:00,7.9,2.0,2.0,0.0,2.0,3.80,100,100,93,100
2018-01-09T10:00,8.2,29.0,28.0,5.5,29.0,3.31,100,100,100,99
2018-01-09T11:00,8.4,47.0,44.0,10.3,47.0,2.75,99,75,97,87
2018-01-09T12:00,8.2,22.0,22.0,0.0,22.0,1.14,100,100,89,85
2018-01-09T13:00,8.4,52.0,42.0,25.8,52.0,1.17,100,74,70,81
2018-01-09T14:00,8.6,122.0,110.0,32.5,122.0,0.85,79,51,53,63
2018-01-09T15:00,8.4,115.0,92.0,74.5,115.0,0.72,69,53,38,29
2018-01-09T16:00,8.0,61.0,53.0,38.3,61.0,1.08,84,73,30,48
2018-01-09T17:00,7.1,17.0,14.0,27.1,17.0,1.04,100,100,17,24
2018-01-09T18:00,7.1,0.0,0.0,0.0,0.0,0.91,98,97,14,27
2018-01-09T19:00,6.7,0.0,0.0,0.0,0.0,1.17,57,44,12,22
2018-01-09T20:00,6.9,0.0,0.0,0.0,0.0,0.60,30,28,4,0
2018-01-09T21:00,6.9,0.0,0.0,0.0,0.0,0.36,39,34,30,0
2018-01-09T22:00,7.2,0.0,0.0,0.0,0.0,0.61,70,66,47,0
2018-01-09T23:00,7.1,0.0,0.0,0.0,0.0,1.04,95,94,41,0
2018-01-10T00:00,7.1,0.0,0.0,0.0,0.0,0.78,100,100,50,0
2018-01-10T01:00,7.1,0.0,0.0,0.0,0.0,1.25,100,100,50,0
2018-01-10T02:00,7.3,0.0,0.0,0.0,0.0,0.64,95,94,43,0
2018-01-10T03:00,6.9,0.0,0.0,0.0,0.0,1.35,100,100,38,75
2018-01-10T04:00,6.8,0.0,0.0,0.0,0.0,1.50,99,95,36,95
2018-01-10T05:00,6.8,0.0,0.0,0.0,0.0,1.30,97,77,47,92
2018-01-10T06:00,6.9,0.0,0.0,0.0,0.0,0.99,100,98,56,93
2018-01-10T07:00,6.9,0.0,0.0,0.0,0.0,0.45,100,100,53,56
2018-01-10T08:00,6.9,0.0,0.0,0.0,0.0,0.36,100,100,42,73
2018-01-10T09:00,6.9,6.0,6.0,0.0,6.0,1.02,100,100,42,86
2018-01-10T10:00,7.1,28.0,28.0,0.0,28.0,1.39,97,96,44,81
2018-01-10T11:00,7.3,59.0,59.0,0.0,59.0,1.28,74,67,35,16
2018-01-10T12:00,8.0,154.0,111.0,118.7,154.0,0.58,88,87,36,0
2018-01-10T13:00,8.3,165.0,123.0,107.8,165.0,0.22,83,20,11,6
2018-01-10T14:00,9.0,208.0,110.0,263.2,208.0,0.57,66,36,7,54
2018-01-10T15:00,8.9,131.0,94.0,118.7,131.0,0.76,86,30,29,80
2018-01-10T16:00,8.8,71.0,60.0,51.9,71.0,1.40,91,17,20,89
2018-01-10T17:00,7.7,23.0,21.0,17.8,23.0,1.60,91,46,39,84
2018-01-10T18:00,6.9,0.0,0.0,0.0,0.0,1.40,87,81,27,32
2018-01-10T19:00,5.4,0.0,0.0,0.0,0.0,1.64,51,49,8,0
2018-01-10T20:00,6.3,0.0,0.0,0.0,0.0,0.81,34,32,1,2
2018-01-10T21:00,4.2,0.0,0.0,0.0,0.0,1.22,36,31,3,8
2018-01-10T22:00,4.8,0.0,0.0,0.0,0.0,0.91,30,30,4,0
2018-01-10T23:00,3.3,0.0,0.0,0.0,0.0,0.81,41,41,6,0
2018-01-11T00:00,2.0,0.0,0.0,0.0,0.0,1.10,53,53,9,0
2018-01-11T01:00,2.9,0.0,0.0,0.0,0.0,1.02,46,40,36,0
2018-01-11T02:00,2.8,0.0,0.0,0.0,0.0,1.14,40,36,25,0
2018-01-11T03:00,2.2,0.0,0.0,0.0,0.0,1.35,37,33,19,0
2018-01-11T04:00,2.5,0.0,0.0,0.0,0.0,1.17,59,58,10,0
2018-01-11T05:00,1.8,0.0,0.0,0.0,0.0,1.35,52,50,10,0
2018-01-11T06:00,2.3,0.0,0.0,0.0,0.0,1.03,42,39,14,0
2018-01-11T07:00,2.1,0.0,0.0,0.0,0.0,0.51,30,29,6,0
2018-01-11T08:00,1.5,0.0,0.0,0.0,0.0,0.41,36,36,3,0
2018-01-11T09:00,1.5,27.0,14.0,134.1,27.0,1.27,45,40,15,0
2018-01-11T10:00,3.8,123.0,49.0,398.2,123.0,0.85,33,25,26,0
2018-01-11T11:00,6.3,208.0,74.0,455.7,208.0,0.67,26,20,18,0
2018-01-11T12:00,8.4,280.0,90.0,521.5,280.0,0.90,30,16,24,0
2018-01-11T13:00,9.9,321.0,95.0,576.6,321.0,0.81,19,7,15,0
2018-01-11T14:00,10.4,344.0,74.0,719.9,344.0,0.86,3,3,1,0
2018-01-11T15:00,10.4,259.0,77.0,578.3,259.0,1.06,13,5,12,0
2018-01-11T16:00,9.7,163.0,57.0,492.9,163.0,0.67,6,2,6,0
2018-01-11T17:00,8.4,50.0,23.0,237.0,50.0,1.40,11,0,11,0
2018-01-11T18:00,6.8,0.0,0.0,0.0,0.0,1.39,7,0,7,0
2018-01-11T19:00,6.4,0.0,0.0,0.0,0.0,0.60,10,0,9,0
2018-01-11T20:00,5.3,0.0,0.0,0.0,0.0,1.20,14,0,14,0
2018-01-11T21:00,1.9,0.0,0.0,0.0,0.0,1.71,15,1,15,0
2018-01-11T22:00,2.3,0.0,0.0,0.0,0.0,1.48,7,0,7,0
2018-01-11T23:00,1.0,0.0,0.0,0.0,0.0,1.33,3,0,3,0
2018-01-12T00:00,-0.7,0.0,0.0,0.0,0.0,1.77,0,0,0,0
2018-01-12T01:00,1.4,0.0,0.0,0.0,0.0,1.00,1,0,1,0
2018-01-12T02:00,1.2,0.0,0.0,0.0,0.0,1.08,1,0,1,0
2018-01-12T03:00,-0.1,0.0,0.0,0.0,0.0,1.49,0,0,0,0
2018-01-12T04:00,-1.0,0.0,0.0,0.0,0.0,1.36,2,1,2,0
2018-01-12T05:00,-1.4,0.0,0.0,0.0,0.0,1.21,28,1,28,0
2018-01-12T06:00,-0.6,0.0,0.0,0.0,0.0,0.94,65,0,64,0
2018-01-12T07:00,0.3,0.0,0.0,0.0,0.0,1.17,100,0,100,0
2018-01-12T08:00,1.4,0.0,0.0,0.0,0.0,0.98,99,1,99,0
2018-01-12T09:00,2.0,11.0,11.0,0.0,11.0,1.06,87,0,87,0
2018-01-12T10:00,3.2,80.0,59.0,112.1,80.0,1.06,99,0,99,0
2018-01-12T11:00,5.4,184.0,94.0,304.1,184.0,0.73,97,0,97,0
2018-01-12T12:00,7.4,259.0,128.0,357.3,259.0,0.85,74,0,74,0
2018-01-12T13:00,8.1,332.0,124.0,527.2,332.0,1.63,48,0,62,0
2018-01-12T14:00,9.0,328.0,107.0,584.8,328.0,1.32,66,0,66,0
2018-01-12T15:00,9.4,274.0,82.0,604.2,274.0,0.98,29,0,29,0
2018-01-12T16:00,8.9,169.0,62.0,490.2,169.0,0.63,40,0,40,0
2018-01-12T17:00,6.7,50.0,27.0,198.9,50.0,1.70,54,0,54,0
2018-01-12T18:00,4.9,0.0,0.0,0.0,0.0,1.84,15,0,15,0
2018-01-12T19:00,4.6,0.0,0.0,0.0,0.0,1.84,28,0,28,0
2018-01-12T20:00,2.5,0.0,0.0,0.0,0.0,1.75,39,0,39,0
2018-01-12T21:00,3.3,0.0,0.0,0.0,0.0,1.48,35,0,35,0
2018-01-12T22:00,1.1,0.0,0.0,0.0,0.0,1.92,0,0,0,0
2018-01-12T23:00,-0.1,0.0,0.0,0.0,0.0,2.15,0,0,0,0
2018-01-13T00:00,-0.4,0.0,0.0,0.0,0.0,1.82,0,0,0,0
2018-01-13T01:00,0.1,0.0,0.0,0.0,0.0,2.06,0,2,0,0
2018-01-13T02:00,-0.3,0.0,0.0,0.0,0.0,1.49,4,4,0,0
2018-01-13T03:00,-0.3,0.0,0.0,0.0,0.0,2.00,15,15,0,0
2018-01-13T04:00,-0.3,0.0,0.0,0.0,0.0,1.79,26,26,4,0
2018-01-13T05:00,0.1,0.0,0.0,0.0,0.0,1.32,32,31,15,0
2018-01-13T06:00,0.2,0.0,0.0,0.0,0.0,1.33,31,29,24,0
2018-01-13T07:00,0.3,0.0,0.0,0.0,0.0,1.33,26,20,22,0
2018-01-13T08:00,0.2,0.0,0.0,0.0,0.0,1.08,16,8,15,0
2018-01-13T09:00,1.8,25.0,13.0,121.9,25.0,1.10,10,5,9,0
2018-01-13T10:00,3.9,125.0,46.0,417.8,125.0,1.36,10,5,9,0
2018-01-13T11:00,6.0,225.0,60.0,553.7,225.0,1.21,8,4,7,0
2018-01-13T12:00,7.6,311.0,81.0,623.3,311.0,0.85,4,3,3,0
2018-01-13T13:00,8.2,360.0,80.0,704.8,360.0,0.28,4,0,2,0
2018-01-13T14:00,9.1,356.0,74.0,740.4,356.0,0.22,2,0,2,0
2018-01-13T15:00,9.4,288.0,67.0,688.6,288.0,0.32,1,0,1,0
2018-01-13T16:00,8.9,181.0,53.0,577.7,181.0,0.36,1,1,0,0
2018-01-13T17:00,8.2,59.0,25.0,289.8,59.0,0.90,1,1,0,0
2018-01-13T18:00,6.7,0.0,0.0,0.0,0.0,1.08,1,1,0,0
2018-01-13T19:00,4.9,0.0,0.0,0.0,0.0,1.46,1,1,0,0
2018-01-13T20:00,3.5,0.0,0.0,0.0,0.0,1.14,1,1,1,0
2018-01-13T21:00,2.6,0.0,0.0,0.0,0.0,0.76,1,0,1,0
2018-01-13T22:00,1.6,0.0,0.0,0.0,0.0,0.72,0,0,0,0
2018-01-13T23:00,0.7,0.0,0.0,0.0,0.0,0.92,0,0,0,0
2018-01-14T00:00,-1.8,0.0,0.0,0.0,0.0,1.65,1,0,0,1
2018-01-14T01:00,-1.7,0.0,0.0,0.0,0.0,2.14,26,0,0,8
2018-01-14T02:00,-2.0,0.0,0.0,0.0,0.0,1.20,11,0,6,6
2018-01-14T03:00,-1.5,0.0,0.0,0.0,0.0,0.28,33,0,7,28
2018-01-14T04:00,-1.4,0.0,0.0,0.0,0.0,0.95,57,1,10,52
2018-01-14T05:00,-2.7,0.0,0.0,0.0,0.0,1.55,81,3,6,80
2018-01-14T06:00,-2.8,0.0,0.0,0.0,0.0,1.75,88,3,2,87
